#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00001	K17225		soxC	sulfane dehydrogenase subunit SoxC	05N94@bactNOG,0GCRR@delNOG,0I2GZ@eproNOG,16RJ1@proNOG,COG2041@NOG	The exact function is not known. Can catalyze the reduction of a variety of substrates like dimethyl sulfoxide, trimethylamine N-oxide, phenylmethyl sulfoxide and L-methionine sulfoxide. Cannot reduce cyclic N-oxides. Shows no activity as sulfite oxidase (By similarity)			SZUA-1148_1:329..1672	hypothetical protein	K17225	K17225		K17225	K17225
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00002	K22622				07E84@bactNOG,0GD3S@delNOG,0I3F4@eproNOG,11IDB@NOG,173TI@proNOG	cytochrome C			SZUA-1148_1:1653..2753	Cytochrome c-555	K22622	K22622		K08738	
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00003	K17226		soxY	sulfur-oxidizing protein SoxY	05GAC@bactNOG,0GFRT@delNOG,0I48B@eproNOG,17CAK@proNOG,COG5501@NOG	Sulfur oxidation protein			SZUA-1148_1:2943..3392	hypothetical protein	K17226	K17226		K17226	
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00004	K17227		soxZ	sulfur-oxidizing protein SoxZ	070JF@bactNOG,0GHMP@delNOG,0I4DH@eproNOG,10196@NOG,17RBZ@proNOG	Sulfur oxidation protein			SZUA-1148_1:3471..3764	hypothetical protein	K17227	K17227		K17227	
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00005	K00240	[EC:1.3.5.1][EC:1.3.5.4]	sdhB, frdB	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	05E33@bactNOG,0GB1S@delNOG,0I2IS@eproNOG,16R1C@proNOG,COG0479@NOG	fumarate reductase iron-sulfur			SZUA-1148_2:110..853	Fumarate reductase iron-sulfur subunit	K00240	K00240		K00239	K18557
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00006	K00241		sdhC, frdC	succinate dehydrogenase / fumarate reductase, cytochrome b subunit	086B8@bactNOG,0GAX8@delNOG,0I2X7@eproNOG,17534@proNOG,COG2048@NOG	subunit C (EC			SZUA-1148_2:863..1759	8-methylmenaquinol:fumarate reductase membrane anchor subunit	K00241	K00241		K00241	K18928
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00007	K03975		dedA	membrane-associated protein	07GR9@bactNOG,0GE5K@delNOG,0I3SA@eproNOG,18B0J@proNOG,COG0586@NOG	SNARE associated Golgi protein			SZUA-1148_2:1776..2321	hypothetical protein	K03975				K03975
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00008	K08641	[EC:3.4.13.22]	vanX	zinc D-Ala-D-Ala dipeptidase	08UQS@bactNOG,09ESQ@bctoNOG,0P8GA@flaNOG,COG2173@NOG	D-ala-D-ala dipeptidase			SZUA-1148_2:2337..2999	D-alanyl-D-alanine dipeptidase	K08641	K08641		K08641	K08641
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00009	K07154	[EC:2.7.11.1]	hipA	serine/threonine-protein kinase HipA	07X2R@bactNOG,COG3550@NOG	domain protein			SZUA-1148_3:190..1170	hypothetical protein	K07154	K07154	K07154	K07154	K07154
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00010									SZUA-1148_3:c(1461..2303)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00011					074N8@bactNOG,0Z27S@NOG				SZUA-1148_3:c(2379..2627)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00012	K02557		motB	chemotaxis protein MotB	08ZG0@bactNOG,0QI22@gproNOG,17A17@proNOG,COG2885@NOG	OmpA MotB domain protein			SZUA-1148_4:76..591	Outer membrane porin F	K02557			K02557	K21218
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00013	K01495	[EC:3.5.4.16]	GCH1, folE	GTP cyclohydrolase IA	05EUJ@bactNOG,0GBDW@delNOG,0I2MF@eproNOG,16QPW@proNOG,COG0302@NOG	GTP cyclohydrolase i			SZUA-1148_4:c(588..1208)	GTP cyclohydrolase 1	K01495	K01495		K01495	K01495
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00014	K04487	[EC:2.8.1.7]	iscS, NFS1	cysteine desulfurase	05C3J@bactNOG,0GB3F@delNOG,0I2VT@eproNOG,16Q9Z@proNOG,COG1104@NOG	Cysteine desulfurase			SZUA-1148_4:1375..2577	Cysteine desulfurase IscS	K04487	K04487		K04487	K04487
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00015	K13819		K13819	NifU-like protein	07XTC@bactNOG,0GAUE@delNOG,0I2RB@eproNOG,179RI@proNOG,COG0694@NOG,COG0822@NOG	May be involved in the formation or repair of Fe-S clusters present in iron-sulfur proteins (By similarity)			SZUA-1148_4:2669..3640	Iron-sulfur cluster assembly scaffold protein IscU	K13819	K13819		K13819	K13819
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00016	K09767		yajQ	cyclic-di-GMP-binding protein	08VPT@bactNOG,0GEPC@delNOG,0I3UH@eproNOG,179VZ@proNOG,COG1666@NOG	UPF0234 protein			SZUA-1148_4:4040..4537	hypothetical protein	K09767	K09767		K09767	K09767
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00017					06B7D@bactNOG,0GIBR@delNOG,0I4RH@eproNOG,0Y4VV@NOG,17UY1@proNOG				SZUA-1148_4:c(4581..4832)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00018	K07460		yraN	putative endonuclease	082UM@bactNOG,0GRW9@delNOG,0I4F9@eproNOG,16X08@proNOG,COG0792@NOG	UPF0102 protein			SZUA-1148_4:5149..5493	hypothetical protein	K07460	K07460		K07460	K07460
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00019	K03286		TC.OOP	OmpA-OmpF porin, OOP family	05CDV@bactNOG,09A26@bctoNOG,0P7TF@flaNOG,COG2885@NOG	OmpA MotB			SZUA-1148_4:5580..6251	Photosystem I P700 chlorophyll a apoprotein A2	K03286			K03286	K21218
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00020									SZUA-1148_4:6253..7074	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00021									SZUA-1148_4:7076..7303	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00022									SZUA-1148_4:7379..7819	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00023					088RH@bactNOG,0GR61@delNOG,0I531@eproNOG,0ZJRT@NOG,16YCB@proNOG				SZUA-1148_4:c(7824..9965)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00024									SZUA-1148_4:c(9952..10446)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00025	K07657		phoB	two-component system, OmpR family, phosphate regulon response regulator PhoB	05DPZ@bactNOG,0GDB2@delNOG,0I3BR@eproNOG,16PT0@proNOG,COG0745@NOG	regulator			SZUA-1148_4:10479..11219	Transcriptional activator protein CopR	K07657			K07657	K21603
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00026	K00311	[EC:1.5.5.1]	ETFDH	electron-transferring-flavoprotein dehydrogenase	07UE2@bactNOG,0GC6F@delNOG,16YB0@proNOG,COG0644@NOG	electron-transferring-flavoprotein dehydrogenase			SZUA-1148_5:159..650	Electron transfer flavoprotein-ubiquinone oxidoreductase	K00311	K00311		K00311	K21401
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00027	K03522		fixB, etfA	electron transfer flavoprotein alpha subunit	05C10@bactNOG,0GCQ7@delNOG,16QSP@proNOG,COG2025@NOG,COG2086@NOG	electron transfer flavoprotein, alpha			SZUA-1148_5:669..2627	Caffeyl-CoA reductase-Etf complex subunit CarE	K03522			K03522	K03521
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00028	K00024	[EC:1.1.1.37]	mdh	malate dehydrogenase	05C80@bactNOG,0GB7Q@delNOG,0I4Z8@eproNOG,16Q71@proNOG,COG0039@NOG	lactate/malate dehydrogenase, alpha/beta C-terminal domain			SZUA-1148_5:2684..3631	Malate dehydrogenase	K00024	K00024		K00024	K00051
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00029	K03269	[EC:3.6.1.54]	lpxH	UDP-2,3-diacylglucosamine hydrolase	05E9D@bactNOG,0GCCU@delNOG,0I36P@eproNOG,16RWP@proNOG,COG2908@NOG	Calcineurin-like phosphoesterase			SZUA-1148_5:3711..4457	UDP-2,3-diacylglucosamine hydrolase	K03269				K03269
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00030					08YEI@bactNOG,0GDWR@delNOG,0I3N4@eproNOG,11M98@NOG,17BMJ@proNOG				SZUA-1148_6:c(99..1079)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00031	K09004		K09004	uncharacterized protein	08Z6J@bactNOG,0GESP@delNOG,0I3WD@eproNOG,1297N@NOG,17CBG@proNOG	DsrE/DsrF-like family			SZUA-1148_6:c(1105..1545)	hypothetical protein	K09004			K09004	
Campylobacterales_bacterium_SZUA-1148|SZUA-1148_00032					05ZUR@bactNOG,0GEP3@delNOG,0I40Y@eproNOG,1279Z@NOG,17NEC@proNOG	Pfam:DUF255			SZUA-1148_6:c(1542..2303)	hypothetical protein					
