#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_sp_SZUA-1312|SZUA-1312_00001	K01928	[EC:6.3.2.13]	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	02EYU@aquNOG,07EEN@bactNOG,COG0769@NOG	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)			SZUA-1312_1:90..629	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	K01928	K01928		K01928	K15792
Aquifex_sp_SZUA-1312|SZUA-1312_00002	K03177	[EC:5.4.99.25]	truB, PUS4, TRUB1	tRNA pseudouridine55 synthase	02FC1@aquNOG,05D0T@bactNOG,COG0130@NOG	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs (By similarity)			SZUA-1312_1:c(626..1504)	tRNA pseudouridine synthase B	K03177	K03177		K03177	K03177
Aquifex_sp_SZUA-1312|SZUA-1312_00003	K07237		tusB, dsrH	tRNA 2-thiouridine synthesizing protein B	02FW4@aquNOG,06217@bactNOG,124UA@NOG				SZUA-1312_1:c(1519..1755)	hypothetical protein	K07237			K07237	
Aquifex_sp_SZUA-1312|SZUA-1312_00004	K07236		tusC, dsrF	tRNA 2-thiouridine synthesizing protein C	02FW3@aquNOG,05Z1K@bactNOG,127BJ@NOG	DsrE/DsrF-like family			SZUA-1312_1:c(1755..2099)	hypothetical protein	K07236			K07236	
Aquifex_sp_SZUA-1312|SZUA-1312_00005	K07235	[EC:2.8.1.-]	tusD, dsrE	tRNA 2-thiouridine synthesizing protein D	02G17@aquNOG,065YP@bactNOG,128N1@NOG	DsrE/DsrF-like family			SZUA-1312_1:c(2099..2410)	hypothetical protein	K07235			K07235	
Aquifex_sp_SZUA-1312|SZUA-1312_00006	K21337		mdpA5	aminotransferase	02EU0@aquNOG,05CF4@bactNOG,COG0399@NOG	DegT DnrJ EryC1			SZUA-1312_1:2494..3537	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase	K21337				K21337
Aquifex_sp_SZUA-1312|SZUA-1312_00007	K07164		K07164	uncharacterized protein	02G0B@aquNOG,063MK@bactNOG,COG1579@NOG	Putative zinc ribbon domain			SZUA-1312_1:c(3628..4359)	Chromosome partition protein Smc	K07164	K07164		K07164	K07164
Aquifex_sp_SZUA-1312|SZUA-1312_00009	K02874		RP-L14, MRPL14, rplN	large subunit ribosomal protein L14	02FKW@aquNOG,08UNN@bactNOG,COG0093@NOG	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome (By similarity)			SZUA-1312_1:4632..5000	50S ribosomal protein L14	K02874	K02874		K02874	K02894
Aquifex_sp_SZUA-1312|SZUA-1312_00010	K02895		RP-L24, MRPL24, rplX	large subunit ribosomal protein L24	02FTW@aquNOG,05KAR@bactNOG,COG0198@NOG	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit (By similarity)			SZUA-1312_1:5014..5400	50S ribosomal protein L24	K02895	K02895	K02895	K02895	K02898
Aquifex_sp_SZUA-1312|SZUA-1312_00011	K02931		RP-L5, MRPL5, rplE	large subunit ribosomal protein L5	02EPM@aquNOG,05CW6@bactNOG,COG0094@NOG	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits			SZUA-1312_1:5415..5975	50S ribosomal protein L5	K02931	K02931		K02931	K02931
Aquifex_sp_SZUA-1312|SZUA-1312_00012	K02954		RP-S14, MRPS14, rpsN	small subunit ribosomal protein S14	02FY8@aquNOG,082QR@bactNOG,COG0199@NOG	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site (By similarity)			SZUA-1312_1:5992..6180	30S ribosomal protein S14 type Z	K02954	K02954		K02954	K02980
Aquifex_sp_SZUA-1312|SZUA-1312_00013	K02994		RP-S8, rpsH	small subunit ribosomal protein S8	02FKK@aquNOG,08UJY@bactNOG,COG0096@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit (By similarity)			SZUA-1312_1:6261..6680	30S ribosomal protein S8	K02994	K02994		K02994	K02994
Aquifex_sp_SZUA-1312|SZUA-1312_00014	K02933		RP-L6, MRPL6, rplF	large subunit ribosomal protein L6	02FDJ@aquNOG,08R5J@bactNOG,COG0097@NOG	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center (By similarity)			SZUA-1312_1:6696..7319	50S ribosomal protein L6	K02933	K02933		K02933	K02940
Aquifex_sp_SZUA-1312|SZUA-1312_00015	K02881		RP-L18, MRPL18, rplR	large subunit ribosomal protein L18	02FJN@aquNOG,05K4C@bactNOG,COG0256@NOG	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance (By similarity)			SZUA-1312_1:7337..7741	50S ribosomal protein L18	K02881	K02881	K02881	K02881	K02932
Aquifex_sp_SZUA-1312|SZUA-1312_00016	K02988		RP-S5, MRPS5, rpsE	small subunit ribosomal protein S5	02FDQ@aquNOG,08RA9@bactNOG,COG0098@NOG	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body (By similarity)			SZUA-1312_1:7785..8354	30S ribosomal protein S5	K02988	K02988		K02988	K02988
Aquifex_sp_SZUA-1312|SZUA-1312_00017	K02907		RP-L30, MRPL30, rpmD	large subunit ribosomal protein L30	02G3F@aquNOG,08C6F@bactNOG,COG1841@NOG	50S ribosomal protein L30			SZUA-1312_1:8370..8750	hypothetical protein	K02907			K02907	K02937
Aquifex_sp_SZUA-1312|SZUA-1312_00018									SZUA-1312_1:8787..9131	hypothetical protein					
