#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1157|SZUA-1157_00001	K03667		hslU	ATP-dependent HslUV protease ATP-binding subunit HslU	05C4N@bactNOG,09AWA@bctoNOG,COG1220@NOG	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)			SZUA-1157_1:19..1212	ATP-dependent protease ATPase subunit ClpY	K03667	K03667		K03667	K03667
Candidatus_bacterium_SZUA-1157|SZUA-1157_00002	K00611	[EC:2.1.3.3]	OTC, argF, argI	ornithine carbamoyltransferase	1BKPQ@strNOG,1DTBI@virNOG,COG0078@NOG,KOG1504@euNOG	ornithine carbamoyltransferase			SZUA-1157_1:1224..2141	Ornithine carbamoyltransferase	K00611	K00611	K13252	K00611	
Candidatus_bacterium_SZUA-1157|SZUA-1157_00003									SZUA-1157_1:2157..3989	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00004									SZUA-1157_1:c(4011..5603)	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00005									SZUA-1157_1:c(5604..6068)	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00006	K01282	[EC:3.4.14.-]	E3.4.14.-	dipeptidyl aminopeptidase	05DRY@bactNOG,0GBF4@delNOG,0HCWR@dproNOG,173YM@proNOG,COG1506@NOG	peptidase S9 prolyl oligopeptidase active site domain protein			SZUA-1157_2:70..1866	Dipeptidyl aminopeptidase BIII	K01282				K01282
Candidatus_bacterium_SZUA-1157|SZUA-1157_00007									SZUA-1157_2:1903..2328	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00008									SZUA-1157_3:c(207..1628)	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00009	K01077	[EC:3.1.3.1]	E3.1.3.1, phoA, phoB	alkaline phosphatase	07QKP@bactNOG,0CZBY@chlNOG,0XNQ8@NOG	Alkaline phosphatase			SZUA-1157_3:c(1631..5560)	hypothetical protein	K01077			K01077	
Candidatus_bacterium_SZUA-1157|SZUA-1157_00010					08X6K@bactNOG,09EGX@bctoNOG,11MG6@NOG				SZUA-1157_3:c(5568..6668)	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00011									SZUA-1157_3:c(6668..9004)	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00012					05FEF@bactNOG,09D3A@bctoNOG,10051@NOG	tonB-dependent Receptor			SZUA-1157_3:c(9023..12223)	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00013	K07042		ybeY, yqfG	probable rRNA maturation factor	080AX@bactNOG,09EPW@bctoNOG,0PAEW@flaNOG,COG0319@NOG	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA (By similarity)			SZUA-1157_4:43..396	Endoribonuclease YbeY	K07042			K07042	K07042
Candidatus_bacterium_SZUA-1157|SZUA-1157_00014	K03699		tlyC	putative hemolysin	05C37@bactNOG,0ENZE@cloNOG,0NDM4@firmNOG,COG1253@NOG	CBS domain protein			SZUA-1157_4:393..1661	hypothetical protein	K03699			K03699	K03699
Candidatus_bacterium_SZUA-1157|SZUA-1157_00015	K02499		yabN	tetrapyrrole methylase family protein / MazG family protein	08IY2@bactNOG,0GT0X@delNOG,0HSE4@dproNOG,17312@proNOG,COG3956@NOG	MazG family			SZUA-1157_4:1648..2421	Nucleoside triphosphate pyrophosphohydrolase	K02499	K02499		K02428	K02499
Candidatus_bacterium_SZUA-1157|SZUA-1157_00016	K03741	[EC:1.20.4.1]	ARSC2, arsC	arsenate reductase	08UXE@bactNOG,COG0394@NOG	Protein tyrosine phosphatase			SZUA-1157_5:c(82..444)	Arsenate reductase	K03741	K03741		K03741	K20945
Candidatus_bacterium_SZUA-1157|SZUA-1157_00017									SZUA-1157_5:645..1067	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00018					07WC4@bactNOG,0R1DG@gproNOG,0XQUJ@NOG,178NR@proNOG				SZUA-1157_5:1067..2236	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00019					08YXI@bactNOG,COG0432@NOG	Secondary thiamine-phosphate synthase enzyme			SZUA-1157_5:2330..2725	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00020					COG4912@NOG	DNA alkylation repair enzyme			SZUA-1157_5:2905..3405	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00021									SZUA-1157_5:3480..3656	hypothetical protein					
Candidatus_bacterium_SZUA-1157|SZUA-1157_00022	K21472	[EC:3.4.-.-]	lytH	peptidoglycan LD-endopeptidase LytH	05MDJ@bactNOG,0F0FK@cloNOG,0NNDD@firmNOG,COG0739@NOG	peptidase M23			SZUA-1157_6:c(88..1053)	hypothetical protein	K21472				K21472
Candidatus_bacterium_SZUA-1157|SZUA-1157_00023	K02548	[EC:2.5.1.74][EC:2.5.1.-]	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	05EIS@bactNOG,0GCVA@delNOG,0HDXB@dproNOG,16QJH@proNOG,COG1575@NOG	1,4-dihydroxy-2-naphthoate octaprenyltransferase			SZUA-1157_6:1521..2864	1,4-dihydroxy-2-naphthoate octaprenyltransferase	K02548	K02548		K02548	K02548
Candidatus_bacterium_SZUA-1157|SZUA-1157_00024	K01956	[EC:6.3.5.5]	carA, CPA1	carbamoyl-phosphate synthase small subunit	05C1M@bactNOG,0GAMF@delNOG,0HC81@dproNOG,16PDK@proNOG,COG0505@NOG	Carbamoyl-phosphate synthetase glutamine chain			SZUA-1157_6:3012..4118	Carbamoyl-phosphate synthase small chain	K01956	K01956	K01956	K01956	K01956
