#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00001	K03524	[EC:6.3.4.15]	birA	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase	02F3U@aquNOG,05HJX@bactNOG,COG0340@NOG	biotin acetyl-CoA-carboxylase ligase			SZUA-1413_1:c(153..857)	Bifunctional ligase/repressor BirA	K03524	K03524	K03524	K03524	K03524
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00002	K02031		ABC.PE.A	peptide/nickel transport system ATP-binding protein	02ET8@aquNOG,05C3U@bactNOG,COG0444@NOG	ABC transporter			SZUA-1413_1:c(869..1621)	Oligopeptide transport ATP-binding protein OppD	K02031	K02031	K02031	K02031	K19229
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00003	K19710	[EC:2.7.7.53]	E2.7.7.53	ATP adenylyltransferase	02FIY@aquNOG,08R7S@bactNOG,COG0537@NOG	Histidine triad (HIT) protein			SZUA-1413_1:c(1608..2114)	AP-4-A phosphorylase	K19710	K19710	K19710	K19710	K19710
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00004	K09004		K09004	uncharacterized protein	02FUG@aquNOG,05STJ@bactNOG,11Y3V@NOG	DsrE/DsrF-like family			SZUA-1413_1:2166..2411	hypothetical protein	K09004			K09004	
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00005	K02967		RP-S2, MRPS2, rpsB	small subunit ribosomal protein S2	02EMM@aquNOG,05CE9@bactNOG,COG0052@NOG	30S ribosomal protein S2			SZUA-1413_1:c(2415..3239)	30S ribosomal protein S2	K02967	K02967	K02967	K02967	K02998
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00006	K04083		hslO	molecular chaperone Hsp33	02F0D@aquNOG,07YI3@bactNOG,COG1281@NOG	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress (By similarity)			SZUA-1413_1:c(3367..4326)	33 kDa chaperonin	K04083	K04083	K04083	K04083	K04083
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00007	K09882	[EC:6.6.1.2]	cobS	cobaltochelatase CobS	02EVE@aquNOG,07WGX@bactNOG,COG0714@NOG	ATPase associated with various cellular activities aaa_5			SZUA-1413_1:c(4349..4492)	hypothetical protein	K09882				K09882
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00008	K09882	[EC:6.6.1.2]	cobS	cobaltochelatase CobS	02EVE@aquNOG,07WGX@bactNOG,COG0714@NOG	ATPase associated with various cellular activities aaa_5			SZUA-1413_1:c(4526..5767)	hypothetical protein	K09882				K09882
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00009									SZUA-1413_1:c(6622..7182)	hypothetical protein					
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00010	K02238		comEC	competence protein ComEC	02FII@aquNOG,07ZP9@bactNOG,COG0658@NOG	ComEC Rec2-related protein			SZUA-1413_2:28..1209	hypothetical protein	K02238	K02238		K02238	K02238
Aquifex_aeolicus_SZUA-1413|SZUA-1413_00011	K01903	[EC:6.2.1.5]	sucC	succinyl-CoA synthetase beta subunit	02EQX@aquNOG,05CMV@bactNOG,COG0045@NOG	succinyl-CoA synthetase subunit beta			SZUA-1413_2:1273..2430	Succinate--CoA ligase [ADP-forming] subunit beta	K01903	K01903	K01903	K01903	K01903
