#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1100|SZUA-1100_00001					08W0W@bactNOG,09EG9@bctoNOG,0FWZ6@cytNOG,11KA0@NOG	Protein of unknown function (DUF2480)			SZUA-1100_1:c(429..680)	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00002									SZUA-1100_1:c(691..951)	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00003	K11717	[EC:2.8.1.7][EC:4.4.1.16]	sufS	cysteine desulfurase / selenocysteine lyase	00DB6@actNOG,05C9B@bactNOG,COG0520@NOG	Cysteine desulfurase			SZUA-1100_1:c(1031..2245)	Cysteine desulfurase SufS	K11717	K11717		K04487	K21330
Candidatus_bacterium_SZUA-1100|SZUA-1100_00004	K02612		paaD	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD	05VG1@bactNOG,17D05@proNOG,COG2151@NOG	fes assembly suf system protein			SZUA-1100_1:c(2253..2813)	Fe-S protein maturation auxiliary factor SufT	K02612				K02612
Candidatus_bacterium_SZUA-1100|SZUA-1100_00005									SZUA-1100_1:c(2816..3001)	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00006	K01952	[EC:6.3.5.3]	purL, PFAS	phosphoribosylformylglycinamidine synthase	08JIU@bactNOG,0F7BV@cloNOG,0P6M7@firmNOG,COG0046@NOG	phosphoribosylformylglycinamidine synthase ii			SZUA-1100_2:48..1526	Phosphoribosylformylglycinamidine synthase subunit PurL	K01952	K01952		K01952	K01952
Candidatus_bacterium_SZUA-1100|SZUA-1100_00007					05IRY@bactNOG,0QT2W@gproNOG,11RIS@NOG,17EG1@proNOG				SZUA-1100_2:1523..1966	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00008	K01557	[EC:3.7.1.5]	FAHD1	acylpyruvate hydrolase	09XSQ@biNOG,0DJ4Q@chorNOG,0USQV@maNOG,0V8Q8@meNOG,12P49@opiNOG,1CTWM@veNOG,COG0179@NOG,KOG1535@euNOG	fumarylacetoacetate hydrolase domain containing 1			SZUA-1100_2:1991..2647	putative protein YcgM	K01557	K01557		K01557	
Candidatus_bacterium_SZUA-1100|SZUA-1100_00009	K03469	[EC:3.1.26.4]	rnhA, RNASEH1	ribonuclease HI	08207@bactNOG,0EUXW@cloNOG,0P3FS@firmNOG,COG0328@NOG	Ribonuclease H			SZUA-1100_2:2698..3225	Bifunctional protein	K03469	K03469		K03469	K14159
Candidatus_bacterium_SZUA-1100|SZUA-1100_00010					0903J@bactNOG,0GFBZ@delNOG,0HG24@dproNOG,11PQT@NOG,17C54@proNOG	Pfam:DUF583			SZUA-1100_3:c(1842..2240)	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00011					05JFQ@bactNOG,0GF3F@delNOG,0HG35@dproNOG,17EV1@proNOG,COG1664@NOG	Pfam:DUF583			SZUA-1100_3:c(2255..2569)	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00012					0852T@bactNOG,0GHZS@delNOG,0HIJA@dproNOG,12393@NOG,17NFI@proNOG	Pfam:DUF583			SZUA-1100_3:c(2599..2937)	hypothetical protein					
Candidatus_bacterium_SZUA-1100|SZUA-1100_00013	K00128	[EC:1.2.1.3]	ALDH	aldehyde dehydrogenase (NAD+)	05C26@bactNOG,09A7R@bctoNOG,0P8PX@flaNOG,COG1012@NOG	Aldehyde dehydrogenase			SZUA-1100_4:133..627	Putative aldehyde dehydrogenase AldA	K00128	K00128		K00128	K21802
