#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00001	K00793	[EC:2.5.1.9]	ribE, RIB5	riboflavin synthase	02FFY@aquNOG,08R6K@bactNOG,COG0307@NOG	riboflavin synthase, alpha subunit			SZUA-1538_1:c(753..1376)	Riboflavin synthase	K00793	K00793	K00793	K00793	K00793
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00002	K00850	[EC:2.7.1.11]	pfkA, PFK	6-phosphofructokinase 1	02F0X@aquNOG,05CTQ@bactNOG,COG0205@NOG	6-phosphofructokinase (EC 2.7.1.11)			SZUA-1538_1:c(1379..1549)	hypothetical protein	K00850			K00850	K21071
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00003	K02400		flhA	flagellar biosynthesis protein FlhA	02F8P@aquNOG,05D7B@bactNOG,COG1298@NOG	flagellar biosynthesis protein FlhA			SZUA-1538_2:46..618	Flagellar biosynthesis protein FlhA	K02400	K02400		K02400	K03230
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00004	K02404		flhF	flagellar biosynthesis protein FlhF	02F8I@aquNOG,05FZW@bactNOG,COG1419@NOG	Flagellar biosynthetic protein FlhF			SZUA-1538_2:608..1729	Flagellar biosynthesis protein FlhF	K02404	K02404	K02404	K02404	K02404
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00005					02FZX@aquNOG,063NT@bactNOG,122DY@NOG				SZUA-1538_3:29..397	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00006					02G3T@aquNOG,06H45@bactNOG,0Y3FR@NOG				SZUA-1538_3:c(378..779)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00007					02FKT@aquNOG,05J0R@bactNOG,11PKV@NOG				SZUA-1538_3:c(776..1933)	Cell division protein FtsA					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00008	K06945		K06945	uncharacterized protein	02FEK@aquNOG,08RCI@bactNOG,COG2229@NOG	small GTP-binding protein			SZUA-1538_3:c(1930..2484)	hypothetical protein	K06945	K06945	K06945	K06945	K06945
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00009					02FFG@aquNOG,08UJG@bactNOG,11J5U@NOG				SZUA-1538_3:c(2481..3173)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00010	K07131		K07131	uncharacterized protein	02FUR@aquNOG,08ZEK@bactNOG,COG2018@NOG	Roadblock LC7 family protein			SZUA-1538_3:c(3178..3531)	Serine protease inhibitor	K07131	K07131	K07131	K07131	K07131
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00011									SZUA-1538_3:c(3544..4134)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00012	K00796	[EC:2.5.1.15]	folP	dihydropteroate synthase	02EV1@aquNOG,05EEI@bactNOG,COG0294@NOG	dihydropteroate synthase (EC 2.5.1.15)			SZUA-1538_4:c(598..1794)	Dihydropteroate synthase	K00796	K00796	K00796	K00796	K18974
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00013									SZUA-1538_5:c(384..830)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00014									SZUA-1538_5:c(817..1020)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00015	K14059		int	integrase	06DXM@bactNOG,0GG22@delNOG,0HGVE@dproNOG,173SQ@proNOG,COG0582@NOG	integrase family			SZUA-1538_5:1096..2157	Tyrosine recombinase XerC	K14059				K14059
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00017									SZUA-1538_6:c(90..1058)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00018									SZUA-1538_6:c(1058..2011)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00019									SZUA-1538_6:c(2008..2565)	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00020	K02453		gspD	general secretion pathway protein D	05GVR@bactNOG,0GB04@delNOG,0I2WT@eproNOG,16REI@proNOG,COG1450@NOG	Type II and III secretion system protein			SZUA-1538_6:c(2510..3886)	hypothetical protein	K02453			K02453	K12282
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00021									SZUA-1538_6:3917..4558	hypothetical protein					
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00022	K00131	[EC:1.2.1.9]	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	02EVS@aquNOG,05C26@bactNOG,COG1012@NOG	Aldehyde dehydrogenase			SZUA-1538_7:c(335..1765)	Sulfoacetaldehyde dehydrogenase	K00131			K00131	K21802
Aquifex_aeolicus_SZUA-1538|SZUA-1538_00023	K03667		hslU	ATP-dependent HslUV protease ATP-binding subunit HslU	02F5I@aquNOG,05C4N@bactNOG,COG1220@NOG	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)			SZUA-1538_7:c(1776..3128)	ATP-dependent protease ATPase subunit HslU	K03667	K03667	K03667	K03667	K03667
