#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00001	K00798	[EC:2.5.1.17]	MMAB, pduO	cob(I)alamin adenosyltransferase	01QYX@aproNOG,08WBT@bactNOG,179WM@proNOG,COG2096@NOG	adenosyltransferase			SZUA-1140_1:388..948	Cobalamin adenosyltransferase	K00798	K00798		K00798	K00798
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00002					01ZP6@aproNOG,05WVS@bactNOG,17K9A@proNOG,COG4103@NOG	Tellurite resistance protein TerB			SZUA-1140_1:1020..1478	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00003	K05524		fdxA	ferredoxin	01Y8D@aproNOG,08Z4U@bactNOG,17CA3@proNOG,COG1146@NOG	Ferredoxin			SZUA-1140_1:1535..1876	Ferredoxin-2	K05524	K05524	K05524	K05524	K20449
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00004									SZUA-1140_1:1818..2123	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00005	K07736		carD	CarD family transcriptional regulator	01QMC@aproNOG,08VJ1@bactNOG,178T0@proNOG,COG1329@NOG	Transcriptional regulator CarD family			SZUA-1140_1:2145..2666	RNA polymerase-binding transcription factor CarD	K07736	K07736		K07736	K07736
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00006	K07313	[EC:3.1.3.16]	pphA	serine/threonine protein phosphatase 1	02BD4@aproNOG,07G5V@bactNOG,0YE09@NOG,18AVD@proNOG				SZUA-1140_1:2811..3617	hypothetical protein	K07313			K07313	
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00007	K01259	[EC:3.4.11.5]	pip	proline iminopeptidase	05EGK@bactNOG,0FKGF@cyaNOG,0XPKQ@NOG	proline iminopeptidase			SZUA-1140_1:3681..3887	Proline iminopeptidase	K01259	K01259		K01259	
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00008					08Z2D@bactNOG,11F0M@NOG	Alkylmercury lyase			SZUA-1140_2:c(498..1181)	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00009	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	01V84@aproNOG,05C3P@bactNOG,16R93@proNOG,COG0154@NOG	amidase EC 3.5.1.4			SZUA-1140_2:1487..2887	Putative amidase AmiD	K01426	K01426	K01426	K01426	K21801
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00010					05CHR@bactNOG,0XNW1@NOG,173RM@proNOG	Short-chain dehydrogenase reductase Sdr			SZUA-1140_3:6..491	Putative short-chain type dehydrogenase/reductase/MSMEI_5872					
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00011	K02498		hemY	HemY protein	01T4J@aproNOG,05EG7@bactNOG,173VK@proNOG,COG3898@NOG	HemY domain protein			SZUA-1140_3:c(498..1904)	Lipopolysaccharide assembly protein B	K02498	K02498	K02498	K02498	
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00012					12ASE@NOG				SZUA-1140_3:c(1911..3053)	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00013	K01719	[EC:4.2.1.75]	hemD, UROS	uroporphyrinogen-III synthase	021SE@aproNOG,05QV8@bactNOG,17IK3@proNOG,COG1587@NOG	synthase			SZUA-1140_3:c(3064..3828)	hypothetical protein	K01719	K01719		K01719	K13543
Alphaproteobacteria_bacterium_SZUA-1140|SZUA-1140_00014	K01749	[EC:2.5.1.61]	hemC, HMBS	hydroxymethylbilane synthase	01SE6@aproNOG,05D6W@bactNOG,16QES@proNOG,COG0181@NOG	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)			SZUA-1140_3:c(3895..4140)	Porphobilinogen deaminase	K01749	K01749		K01749	K01749
