#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00002	K01473	[EC:3.5.2.14]	hyuA	N-methylhydantoinase A	02E6C@aproNOG,08IEA@bactNOG,172PK@proNOG,COG0145@NOG	5-oxoprolinase (ATP-hydrolyzing)			SZUA-1029_1:554..2656	Acetophenone carboxylase gamma subunit	K01473	K01473		K01473	K10855
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00003	K01474	[EC:3.5.2.14]	hyuB	N-methylhydantoinase B	01RTF@aproNOG,05C5J@bactNOG,16PE9@proNOG,COG0146@NOG	N-methylhydantoinase B			SZUA-1029_1:2653..4308	Acetophenone carboxylase delta subunit	K01474	K01474		K01474	K10854
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00004									SZUA-1029_1:c(4290..4817)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00005	K00055	[EC:1.1.1.90]	E1.1.1.90	aryl-alcohol dehydrogenase	01SY4@aproNOG,07RIM@bactNOG,16RR9@proNOG,COG1062@NOG	aryl-alcohol dehydrogenase (EC 1.1.1.90)			SZUA-1029_2:55..369	Aryl-alcohol dehydrogenase	K00055	K00055		K00055	K00153
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00006	K09022	[EC:3.5.99.10]	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase	083SY@bactNOG,0D5GZ@chloNOG,COG0251@NOG	endoribonuclease L-PSP			SZUA-1029_2:c(380..745)	2-iminobutanoate/2-iminopropanoate deaminase	K09022				K09022
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00007	K19689	[EC:3.4.11.-]	ampS, pepS, ampT	aminopeptidase	05EHJ@bactNOG,0ER2Z@cloNOG,0NDVU@firmNOG,COG2309@NOG	Leucyl aminopeptidase (Aminopeptidase T)			SZUA-1029_2:c(742..1731)	hypothetical protein	K19689				K19689
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00008					05F3G@bactNOG,0XRVD@NOG,16U5T@proNOG				SZUA-1029_2:1978..2916	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00009					05F3G@bactNOG,0XRVD@NOG,16U5T@proNOG				SZUA-1029_2:2950..3879	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00010									SZUA-1029_2:c(3783..4109)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1029|SZUA-1029_00011	K03676		grxC, GLRX, GLRX2	glutaredoxin 3	021FQ@aproNOG,05VW4@bactNOG,17K5B@proNOG,COG0695@NOG	Glutaredoxin			SZUA-1029_3:339..638	Glutaredoxin 3	K03676	K03676		K03676	K18917
