#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Arcobacter_sp_SZUA-1382|SZUA-1382_00001	K13069	[EC:2.7.7.65]	E2.7.7.65	diguanylate cyclase	05BZU@bactNOG,0GC9C@delNOG,0I35E@eproNOG,0XNMH@NOG,16S4F@proNOG	Diguanylate cyclase			SZUA-1382_1:2..853	Response regulator PleD	K13069			K13069	
Arcobacter_sp_SZUA-1382|SZUA-1382_00002	K07814		K07814	putative two-component system response regulator	05DW3@bactNOG,0GC9J@delNOG,0I3SQ@eproNOG,16QGG@proNOG,COG3437@NOG	HDc			SZUA-1382_1:927..1997	Cyclic di-GMP phosphodiesterase response regulator RpfG	K07814			K07814	K19617
Arcobacter_sp_SZUA-1382|SZUA-1382_00003	K03415		cheV	two-component system, chemotaxis family, chemotaxis protein CheV	05D4E@bactNOG,0GG2T@delNOG,0I494@eproNOG,16QMR@proNOG,COG0784@NOG,COG0835@NOG	chemotaxis			SZUA-1382_1:2001..2936	Chemotaxis protein CheV	K03415	K03415		K03407	K13489
Arcobacter_sp_SZUA-1382|SZUA-1382_00004	K03406		mcp	methyl-accepting chemotaxis protein	05C8Q@bactNOG,0GDBA@delNOG,0I2H1@eproNOG,16PCR@proNOG,COG0840@NOG	methyl-accepting chemotaxis			SZUA-1382_1:2939..4651	Methyl-accepting chemotaxis protein IV	K03406	K03406		K03406	K19691
Arcobacter_sp_SZUA-1382|SZUA-1382_00005	K01738	[EC:2.5.1.47]	cysK	cysteine synthase A	08PRH@bactNOG,0QNRR@gproNOG,177GZ@proNOG,COG0031@NOG	Pyridoxal-phosphate dependent protein			SZUA-1382_2:274..2547	Cysteine synthase	K01738	K01738		K01738	K21949
Arcobacter_sp_SZUA-1382|SZUA-1382_00006									SZUA-1382_2:2531..3025	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00007	K01999		livK	branched-chain amino acid transport system substrate-binding protein	05CP9@bactNOG,COG0683@NOG	extracellular ligand-binding receptor			SZUA-1382_2:3035..4144	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	K01999	K01999		K01999	K11959
Arcobacter_sp_SZUA-1382|SZUA-1382_00008	K03406		mcp	methyl-accepting chemotaxis protein	05C8Q@bactNOG,0GDBA@delNOG,0I2H1@eproNOG,16PCR@proNOG,COG0840@NOG	methyl-accepting chemotaxis			SZUA-1382_3:114..1007	Methyl-accepting chemotaxis protein II	K03406			K03406	K19691
Arcobacter_sp_SZUA-1382|SZUA-1382_00009	K21973		bluF	blue light- and temperature-responsive anti-repressor	05BZU@bactNOG,0GBY2@delNOG,0I33S@eproNOG,16QI9@proNOG,COG2199@NOG,COG2200@NOG	EAL			SZUA-1382_3:997..2724	Phytochrome-like protein cph2	K21973				K21973
Arcobacter_sp_SZUA-1382|SZUA-1382_00010									SZUA-1382_3:2824..3081	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00011									SZUA-1382_3:3173..3421	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00012					06SBM@bactNOG,0GMMG@delNOG,0I5C6@eproNOG,0YJ9Y@NOG,180PY@proNOG				SZUA-1382_3:3494..3898	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00013									SZUA-1382_3:3900..4262	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00014									SZUA-1382_3:4346..4741	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00015	K02037		pstC	phosphate transport system permease protein	05C8U@bactNOG,0GB3S@delNOG,0I366@eproNOG,16PMF@proNOG,COG0573@NOG	phosphate abc transporter			SZUA-1382_3:4814..5743	Phosphate transport system permease protein PstC 1	K02037	K02037	K02037	K02037	K02037
Arcobacter_sp_SZUA-1382|SZUA-1382_00016	K02038		pstA	phosphate transport system permease protein	05E2Z@bactNOG,0GC4F@delNOG,0I36Y@eproNOG,16PUW@proNOG,COG0581@NOG	phosphate ABC transporter, permease			SZUA-1382_3:5743..6915	Phosphate transport system permease protein PstA	K02038	K02038		K02037	K02038
Arcobacter_sp_SZUA-1382|SZUA-1382_00017					05GEZ@bactNOG,0GFB7@delNOG,0I3XB@eproNOG,11QBH@NOG,17E17@proNOG	periplasmic protein			SZUA-1382_4:c(5..817)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00018	K03218	[EC:2.1.1.185]	rlmB	23S rRNA (guanosine2251-2'-O)-methyltransferase	05C2N@bactNOG,0GE13@delNOG,0I3PE@eproNOG,16QNB@proNOG,COG0566@NOG	RNA methyltransferase, TrmH family			SZUA-1382_4:c(822..1505)	Putative TrmH family tRNA/rRNA methyltransferase	K03218	K03218		K03218	K21514
Arcobacter_sp_SZUA-1382|SZUA-1382_00019	K02500	[EC:4.1.3.-]	hisF	cyclase	05C0S@bactNOG,0GBKC@delNOG,0I2TY@eproNOG,16RIF@proNOG,COG0107@NOG	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit (By similarity)			SZUA-1382_4:1610..2374	Imidazole glycerol phosphate synthase subunit HisF	K02500	K02500		K01663	K02500
Arcobacter_sp_SZUA-1382|SZUA-1382_00020	K09807		K09807	uncharacterized protein	069GN@bactNOG,0GJEN@delNOG,0I4TT@eproNOG,0XYBE@NOG,17SQ7@proNOG	Protein of unknown function (DUF541)			SZUA-1382_4:2376..3035	hypothetical protein	K09807			K09807	
Arcobacter_sp_SZUA-1382|SZUA-1382_00021					05GQ4@bactNOG,0GE4K@delNOG,0I3RH@eproNOG,11KWF@NOG,17BBI@proNOG	Purine nucleoside phosphorylase			SZUA-1382_4:3032..3571	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase					
Arcobacter_sp_SZUA-1382|SZUA-1382_00022	K06941	[EC:2.1.1.192]	rlmN	23S rRNA (adenine2503-C2)-methyltransferase	05C55@bactNOG,0GAWC@delNOG,0I36F@eproNOG,16PVK@proNOG,COG0820@NOG	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs. m2A2503 modification seems to play a crucial role in the proofreading step occurring at the peptidyl transferase center and thus would serve to optimize ribosomal fidelity (By similarity)			SZUA-1382_4:3672..4721	putative dual-specificity RNA methyltransferase RlmN	K06941	K06941		K06941	K06941
Arcobacter_sp_SZUA-1382|SZUA-1382_00023									SZUA-1382_4:4708..4809	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00024	K17248	[EC:2.4.1.291]	pglJ	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase	05CG5@bactNOG,0GBU0@delNOG,0I3IR@eproNOG,175JF@proNOG,COG0438@NOG	glycosyl transferase group 1			SZUA-1382_5:159..1283	N-acetylgalactosamine-N, N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase	K17248			K17248	K21586
Arcobacter_sp_SZUA-1382|SZUA-1382_00025	K21180		sgcD6	3-O-acyltransferase	05EXC@bactNOG,0GEDF@delNOG,16RCB@proNOG,COG1835@NOG	acyltransferase 3			SZUA-1382_5:1280..3298	O-acetyltransferase OatA	K21180				K21180
Arcobacter_sp_SZUA-1382|SZUA-1382_00026	K01738	[EC:2.5.1.47]	cysK	cysteine synthase A	05C6T@bactNOG,0GAV2@delNOG,0I2QX@eproNOG,16Q08@proNOG,COG0031@NOG	cysteine synthase			SZUA-1382_6:248..1165	Cysteine synthase	K01738	K01738		K01738	K21949
Arcobacter_sp_SZUA-1382|SZUA-1382_00027	K16052		ynaI, mscMJ	MscS family membrane protein	05D64@bactNOG,0GAMV@delNOG,0I2JM@eproNOG,16S12@proNOG,COG0668@NOG	mechanosensitive ion channel			SZUA-1382_6:1171..2358	Low conductance mechanosensitive channel YnaI	K16052	K16052		K16052	K22044
Arcobacter_sp_SZUA-1382|SZUA-1382_00028									SZUA-1382_6:2378..2584	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00029	K19824		fprB	rubrerythrin	08IS2@bactNOG,0GSZP@delNOG,0I6B4@eproNOG,172XR@proNOG,COG1592@NOG	Rubredoxin			SZUA-1382_6:c(2602..2766)	Rubredoxin	K19824				K19824
Arcobacter_sp_SZUA-1382|SZUA-1382_00030	K03179	[EC:2.5.1.39]	ubiA	4-hydroxybenzoate polyprenyltransferase	07U18@bactNOG,0GB5Q@delNOG,0I2SF@eproNOG,16UTD@proNOG,COG0382@NOG	4-hydroxybenzoate			SZUA-1382_6:c(2852..3709)	4-hydroxybenzoate octaprenyltransferase	K03179	K03179		K03179	K20616
Arcobacter_sp_SZUA-1382|SZUA-1382_00031	K00791	[EC:2.5.1.75]	miaA, TRIT1	tRNA dimethylallyltransferase	05DKX@bactNOG,0GAQI@delNOG,0I2NJ@eproNOG,16S0F@proNOG,COG0324@NOG	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A) (By similarity)			SZUA-1382_6:3737..4639	tRNA dimethylallyltransferase	K00791	K00791		K00791	K00791
Arcobacter_sp_SZUA-1382|SZUA-1382_00032	K02563	[EC:2.4.1.227]	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	05DVQ@bactNOG,0GBIA@delNOG,0I2Q3@eproNOG,16PE6@proNOG,COG0707@NOG	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II) (By similarity)			SZUA-1382_6:c(4647..5666)	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	K02563	K02563		K02563	K03429
Arcobacter_sp_SZUA-1382|SZUA-1382_00033	K21420	[EC:2.3.2.29]	bpt	leucyl-tRNA---protein transferase	05DWA@bactNOG,0GBSC@delNOG,0I3B4@eproNOG,16RGI@proNOG,COG2935@NOG	May conjugate Arg from its aminoacyl-tRNA to the N- termini of proteins containing an N-terminal aspartate or glutamate			SZUA-1382_6:c(5656..6393)	Aspartate/glutamate leucyltransferase	K21420	K21420		K00685	K21420
Arcobacter_sp_SZUA-1382|SZUA-1382_00034	K17060	[EC:2.7.13.3]	aauS	two-component system, sensor histidine kinase AauS	05BZU@bactNOG,0GC2A@delNOG,0I3A2@eproNOG,18A4W@proNOG,COG0715@NOG,COG4191@NOG	NMT1/THI5 like			SZUA-1382_6:6453..9785	Virulence sensor protein BvgS	K17060				K17060
Arcobacter_sp_SZUA-1382|SZUA-1382_00035	K00990	[EC:2.7.7.59]	glnD	[protein-PII] uridylyltransferase	05E1P@bactNOG,0GAIU@delNOG,0I2QH@eproNOG,16PB4@proNOG,COG2844@NOG	Modifies, by uridylylation or deuridylylation the PII (GlnB) regulatory protein (By similarity)			SZUA-1382_6:9786..12317	Bifunctional uridylyltransferase/uridylyl-removing enzyme	K00990	K00990		K00990	K00990
Arcobacter_sp_SZUA-1382|SZUA-1382_00036									SZUA-1382_6:12321..12596	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00037	K03559		exbD	biopolymer transport protein ExbD	063UG@bactNOG,129BT@NOG,17P9Y@proNOG	biopolymer transport protein, ExbD			SZUA-1382_6:c(12598..12984)	hypothetical protein	K03559	K03559		K03559	
Arcobacter_sp_SZUA-1382|SZUA-1382_00038	K03561		exbB	biopolymer transport protein ExbB	05FGH@bactNOG,0GHEX@delNOG,1789D@proNOG,COG0811@NOG	MotA TolQ exbB proton channel			SZUA-1382_6:c(12987..13490)	Biopolymer transport protein ExbB	K03561	K03561		K03561	K03562
Arcobacter_sp_SZUA-1382|SZUA-1382_00039	K03832		tonB	periplasmic protein TonB	05NB1@bactNOG,0GFWS@delNOG,0I42D@eproNOG,17G1J@proNOG,COG0810@NOG	Pfam:TonB			SZUA-1382_6:c(13505..14191)	hypothetical protein	K03832			K03832	K03832
Arcobacter_sp_SZUA-1382|SZUA-1382_00040	K08738		CYC	cytochrome c	07HW5@bactNOG,0GI88@delNOG,0I4KI@eproNOG,0ZMIH@NOG,182WD@proNOG	Inherit from proNOG: Cytochrome c			SZUA-1382_6:c(14233..14922)	Cytochrome c-552	K08738	K08738		K08738	
Arcobacter_sp_SZUA-1382|SZUA-1382_00041	K04751		glnB	nitrogen regulatory protein P-II 1	08YZA@bactNOG,0GEJY@delNOG,0I3VV@eproNOG,17C4Z@proNOG,COG0347@NOG	nitrogen regulatory protein PII			SZUA-1382_6:c(15021..15359)	Nitrogen regulatory protein P-II	K04751	K04751	K04751	K04751	K04752
Arcobacter_sp_SZUA-1382|SZUA-1382_00042	K03320		amt, AMT, MEP	ammonium transporter, Amt family	05BZU@bactNOG,0GAYE@delNOG,0I2QQ@eproNOG,0XNMH@NOG,16PRG@proNOG	ammonium transporter			SZUA-1382_6:c(15548..16720)	Ammonia channel	K03320	K03320		K03320	
Arcobacter_sp_SZUA-1382|SZUA-1382_00043	K17675	[EC:3.6.4.13]	SUPV3L1, SUV3	ATP-dependent RNA helicase SUPV3L1/SUV3	05C3C@bactNOG,0GC4G@delNOG,0I39N@eproNOG,16PF1@proNOG,COG0513@NOG	Helicase domain protein			SZUA-1382_6:c(16837..18477)	putative helicase HelY	K17675	K17675	K17675	K17675	K18692
Arcobacter_sp_SZUA-1382|SZUA-1382_00044					0B496@biNOG,0IPXM@euNOG,0WGRT@meNOG,11MHU@NOG,13CT1@opiNOG	Reverse transcriptase (RNA-dependent DNA polymerase)			SZUA-1382_7:c(192..2966)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00045									SZUA-1382_7:c(3005..3268)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00046	K01687	[EC:4.2.1.9]	ilvD	dihydroxy-acid dehydratase	05C01@bactNOG,0GBAG@delNOG,0I2U6@eproNOG,16PQJ@proNOG,COG0129@NOG	Dihydroxy-acid dehydratase			SZUA-1382_8:198..1895	Dihydroxy-acid dehydratase	K01687	K01687		K01687	K13875
Arcobacter_sp_SZUA-1382|SZUA-1382_00047	K03304		tehA	tellurite resistance protein	08NKP@bactNOG,0GCJB@delNOG,0I3BV@eproNOG,175P5@proNOG,COG1275@NOG	C4-dicarboxylate transporter malic acid transport protein			SZUA-1382_8:c(1971..2951)	Tellurite resistance protein TehA	K03304	K03304		K03304	K11041
Arcobacter_sp_SZUA-1382|SZUA-1382_00048	K01465	[EC:3.5.2.3]	URA4, pyrC	dihydroorotase	05EKE@bactNOG,0GAZG@delNOG,0I2YQ@eproNOG,16S8V@proNOG,COG0418@NOG	dihydroorotase EC 3.5.2.3			SZUA-1382_8:c(3098..4111)	Dihydroorotase	K01465	K01465		K01465	K01465
Arcobacter_sp_SZUA-1382|SZUA-1382_00049	K00615	[EC:2.2.1.1]	E2.2.1.1, tktA, tktB	transketolase	05CV1@bactNOG,0GBES@delNOG,0I31I@eproNOG,16PHV@proNOG,COG0021@NOG	transketolase (EC 2.2.1.1)			SZUA-1382_8:c(4115..6055)	Transketolase	K00615	K00615		K00615	K00615
Arcobacter_sp_SZUA-1382|SZUA-1382_00050	K10300	[EC:3.6.4.12]	FBXO18	F-box protein, helicase, 18	06SE9@bactNOG,0QSN6@gproNOG,1742R@proNOG,COG0210@NOG	helicase			SZUA-1382_8:c(6091..7908)	DNA helicase II	K10300		K10300		K03658
Arcobacter_sp_SZUA-1382|SZUA-1382_00051	K00508	[EC:1.14.19.3]	E1.14.19.3	linoleoyl-CoA desaturase	05DV5@bactNOG,0GC15@delNOG,16ZBJ@proNOG,COG3239@NOG	fatty acid desaturase family protein			SZUA-1382_8:c(7986..9140)	NADPH-dependent stearoyl-CoA 9-desaturase	K00508			K00508	K10255
Arcobacter_sp_SZUA-1382|SZUA-1382_00052	K02482	[EC:2.7.13.3]	K02482	two-component system, NtrC family, sensor kinase	08HHH@bactNOG,0GST5@delNOG,1727Z@proNOG,COG0642@NOG	integral membrane sensor signal transduction histidine kinase			SZUA-1382_8:c(9206..10705)	Sensor protein FixL	K02482			K02482	K20975
Arcobacter_sp_SZUA-1382|SZUA-1382_00053	K03168	[EC:5.99.1.2]	topA	DNA topoisomerase I	05C73@bactNOG,0GATI@delNOG,0I2WH@eproNOG,16PJG@proNOG,COG0550@NOG,COG1754@NOG	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)			SZUA-1382_8:10857..13265	DNA topoisomerase 1	K03168	K03168		K03168	K03168
Arcobacter_sp_SZUA-1382|SZUA-1382_00054	K07095		K07095	uncharacterized protein	08Z1T@bactNOG,0GE05@delNOG,0I3UV@eproNOG,17ASX@proNOG,COG0622@NOG	phosphodiesterase, mj0936 family			SZUA-1382_8:13268..13783	hypothetical protein	K07095	K07095		K07095	K18467
Arcobacter_sp_SZUA-1382|SZUA-1382_00055	K01012	[EC:2.8.1.6]	bioB	biotin synthase	05CZF@bactNOG,0GBG3@delNOG,0I2G2@eproNOG,16R0W@proNOG,COG0502@NOG	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism (By similarity)			SZUA-1382_8:13770..14624	Biotin synthase	K01012	K01012		K01012	K21312
Arcobacter_sp_SZUA-1382|SZUA-1382_00056	K03455		TC.KEF	monovalent cation:H+ antiporter-2, CPA2 family	07VF2@bactNOG,0GC2K@delNOG,0I2GT@eproNOG,1703S@proNOG,COG0475@NOG	Na H antiporter			SZUA-1382_8:14634..15806	Glutathione-regulated potassium-efflux system protein KefB	K03455			K03455	K11747
Arcobacter_sp_SZUA-1382|SZUA-1382_00057									SZUA-1382_8:c(15822..16496)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00058					067RU@bactNOG,0GI9U@delNOG,0I4KG@eproNOG,0XUDC@NOG,17RDD@proNOG				SZUA-1382_8:c(16493..16726)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00059	K01689	[EC:4.2.1.11]	ENO, eno	enolase	05C70@bactNOG,0GB3H@delNOG,0I2SE@eproNOG,16PJE@proNOG,COG0148@NOG	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)			SZUA-1382_8:c(16728..18002)	Enolase	K01689	K01689	K01689	K01689	K01689
Arcobacter_sp_SZUA-1382|SZUA-1382_00060									SZUA-1382_9:107..901	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00061					05KX5@bactNOG,0QW7E@gproNOG,17954@proNOG,COG4185@NOG	Zeta toxin			SZUA-1382_9:c(1091..1726)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00062									SZUA-1382_9:c(1726..1944)	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00063									SZUA-1382_9:2213..3061	hypothetical protein					
Arcobacter_sp_SZUA-1382|SZUA-1382_00064					05ED9@bactNOG,0GDDB@delNOG,0I3IX@eproNOG,16QJE@proNOG,COG2833@NOG	Protein of unknown function (DUF455)			SZUA-1382_10:c(549..1364)	hypothetical protein					
