#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00001	K18955		whiB1_2_3_4	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	00MSH@actNOG,05K51@bactNOG,11TPB@NOG	Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA (By similarity)			SZUA-1052_1:c(143..427)	Transcriptional regulator WhiB2	K18955	K18955	K18955	K18955	
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00002	K07114		yfbK	Ca-activated chloride channel homolog	07KWJ@bactNOG,COG4867@NOG	von Willebrand factor, type A			SZUA-1052_1:c(565..2604)	hypothetical protein	K07114			K07114	
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00003	K19659	[EC:4.2.1.119]	phaJ	enoyl-CoA hydratase	00JBQ@actNOG,08XY5@bactNOG,COG2030@NOG	MaoC like domain			SZUA-1052_1:2790..3653	(R)-specific enoyl-CoA hydratase	K19659				K19659
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00004	K03405	[EC:6.6.1.1]	chlI, bchI	magnesium chelatase subunit I	07SHP@bactNOG,0D3UG@chloNOG,COG1239@NOG	Inherit from bactNOG: magnesium chelatase			SZUA-1052_1:c(3743..5185)	Magnesium-chelatase 38 kDa subunit	K03405	K03405		K03405	K03405
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00005	K01192	[EC:3.2.1.25]	E3.2.1.25, MANBA, manB	beta-mannosidase	05D6I@bactNOG,COG3250@NOG	beta-mannosidase EC 3.2.1.25			SZUA-1052_1:5292..7418	Exo-beta-D-glucosaminidase	K01192	K01192		K01190	K12111
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00006	K00241		sdhC, frdC	succinate dehydrogenase / fumarate reductase, cytochrome b subunit	05ERI@bactNOG,0YBKA@NOG	Cytochrome B subunit			SZUA-1052_1:7573..8457	hypothetical protein	K00241	K00241		K00241	
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00007	K00239	[EC:1.3.5.1][EC:1.3.5.4]	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit	07QPG@bactNOG,099UB@bctoNOG,0FWI3@cytNOG,COG1053@NOG	Succinate dehydrogenase or fumarate reductase, flavoprotein subunit			SZUA-1052_1:8454..10412	Fumarate reductase flavoprotein subunit	K00239	K00239		K00239	K18556
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00008	K00240	[EC:1.3.5.1][EC:1.3.5.4]	sdhB, frdB	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	00BNC@actNOG,07QI5@bactNOG,COG0479@NOG	succinate dehydrogenase fumarate reductase iron-sulfur subunit			SZUA-1052_1:10502..11284	Fumarate reductase iron-sulfur subunit	K00240	K00240		K00240	K18557
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00009	K01055	[EC:3.1.1.24]	pcaD	3-oxoadipate enol-lactonase	01TAE@aproNOG,08VXI@bactNOG,0YFT0@NOG,178BM@proNOG	TAP-like protein			SZUA-1052_1:c(11729..12583)	Aclacinomycin methylesterase RdmC	K01055			K01055	
Acidimicrobiia_bacterium_SZUA-1052|SZUA-1052_00010	K07107	[EC:3.1.2.-]	ybgC	acyl-CoA thioester hydrolase	0207U@aproNOG,07YD3@bactNOG,17FDH@proNOG,COG0824@NOG	Thioesterase			SZUA-1052_1:12730..13155	Acyl-CoA thioesterase YbgC	K07107	K07107		K01075	K12500
