#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00001	K21802	[EC:1.2.1.67]	vdh	vanillin dehydrogenase	00D2H@actNOG,05C26@bactNOG,COG1012@NOG	Aldehyde dehydrogenase			SZUA-1161_1:3..761	Sulfoacetaldehyde dehydrogenase	K21802				K21802
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00002									SZUA-1161_1:1044..1313	hypothetical protein					
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00003	K01055	[EC:3.1.1.24]	pcaD	3-oxoadipate enol-lactonase	00GIB@actNOG,08VXI@bactNOG,0YFT0@NOG	Alpha beta hydrolase			SZUA-1161_1:c(1325..2227)	Rhodomycin D methylesterase DauP	K01055			K01055	
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00004	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	01TMB@aproNOG,05EUF@bactNOG,16SH5@proNOG,COG0154@NOG	amidase EC 3.5.1.4			SZUA-1161_1:2274..3674	Acylamidase	K01426	K01426		K01426	K21801
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00005	K21377	[EC:2.1.1.302]	aziB2	3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase	00NVF@actNOG,08VMD@bactNOG,COG0500@NOG	Methylase involved in ubiquinone menaquinone biosynthesis			SZUA-1161_1:c(3689..4318)	putative methyltransferase	K21377				K21377
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00006	K19312	[EC:6.4.1.2][EC:6.4.1.3][EC:2.1.3.15]	K19312	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit	00D1G@actNOG,07QX3@bactNOG,COG4799@NOG	Propionyl-CoA carboxylase (EC 6.4.1.3)			SZUA-1161_1:c(4328..5848)	Methylmalonyl-CoA carboxyltransferase 12S subunit	K19312				K19312
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00007	K12255	[EC:3.5.3.7]	gbuA	guanidinobutyrase	05CYW@bactNOG,0QIVC@gproNOG,16R9M@proNOG,COG0010@NOG	Catalyzes the formation of putrescine from agmatine (By similarity)			SZUA-1161_1:5957..6913	Guanidinobutyrase	K12255	K12255		K01476	K19723
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00008	K08151		tetA	MFS transporter, DHA1 family, tetracycline resistance protein	05DP8@bactNOG,0NDVZ@firmNOG,0XQPT@NOG	resistance) protein			SZUA-1161_1:6894..8120	hypothetical protein	K08151	K08151		K08151	
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00009	K00833	[EC:2.6.1.62]	bioA	adenosylmethionine---8-amino-7-oxononanoate aminotransferase	01500@actNOG,08JPX@bactNOG,COG0161@NOG	Aminotransferase			SZUA-1161_1:8117..9322	Putrescine--pyruvate aminotransferase	K00833			K00833	K21188
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00010	K00274	[EC:1.4.3.4]	MAO, aofH	monoamine oxidase	05E0E@bactNOG,COG1231@NOG	amine oxidase			SZUA-1161_1:c(9373..10065)	hypothetical protein	K00274			K00274	K20169
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00011	K03519	[EC:1.2.5.3]	coxM, cutM	aerobic carbon-monoxide dehydrogenase medium subunit	00E6P@actNOG,05FG6@bactNOG,COG1319@NOG	Dehydrogenase			SZUA-1161_1:c(10333..11148)	Carbon monoxide dehydrogenase medium chain	K03519	K03519		K03519	K20445
Acidimicrobiia_bacterium_SZUA-1161|SZUA-1161_00012	K03520	[EC:1.2.5.3]	coxL, cutL	aerobic carbon-monoxide dehydrogenase large subunit	00C35@actNOG,05C7W@bactNOG,COG1529@NOG	Xanthine dehydrogenase			SZUA-1161_1:c(11145..11840)	Carbon monoxide dehydrogenase large chain	K03520	K03520		K03520	K21673
