#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00002	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	0549H@bacNOG,08FMP@bactNOG,0P5GH@firmNOG,COG0526@NOG	Thioredoxin			SZUA-1104_1:c(318..974)	Thiol-disulfide oxidoreductase ResA	K13996				K13996
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00003	K03723	[EC:3.6.4.-]	mfd	transcription-repair coupling factor (superfamily II helicase)	08JA2@bactNOG,0D5ZM@chloNOG,0D8YX@chlorNOG,COG1197@NOG	transcription-repair coupling factor			SZUA-1104_1:c(1313..2908)	Transcription-repair-coupling factor	K03723	K03723		K03723	K03723
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00004									SZUA-1104_2:74..1012	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00005	K15736	[EC:1.1.3.-]	lhgO	L-2-hydroxyglutarate oxidase	05D5U@bactNOG,COG0579@NOG	fad dependent oxidoreductase			SZUA-1104_2:1190..2407	L-2-hydroxyglutarate oxidase LhgO	K15736	K15736	K00109	K00109	K15736
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00006	K17865	[EC:4.2.1.55]	croR	3-hydroxybutyryl-CoA dehydratase	067RT@bactNOG,0ZMJ8@NOG	MaoC like domain			SZUA-1104_2:2599..3417	putative enoyl-CoA hydratase 1	K17865	K17865			
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00007									SZUA-1104_2:c(3592..4317)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00008	K11754	[EC:6.3.2.12][EC:6.3.2.17]	folC	dihydrofolate synthase / folylpolyglutamate synthase	05DPM@bactNOG,0D1AF@chloNOG,0G73Y@dehNOG,COG0285@NOG	Folylpolyglutamate synthetase			SZUA-1104_3:26..1186	Folylpolyglutamate synthase	K11754	K11754		K01495	K20457
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00009	K09458	[EC:2.3.1.179]	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II	05C0Q@bactNOG,0EP1S@cloNOG,0NDUB@firmNOG,COG0304@NOG	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP (By similarity)			SZUA-1104_3:1297..2502	3-oxoacyl-[acyl-carrier-protein] synthase 2	K09458	K09458		K09458	K21789
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00010					0Z1TH@NOG				SZUA-1104_3:2807..4030	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00011									SZUA-1104_3:c(4095..4262)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00012									SZUA-1104_3:4562..5131	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00013					08R7W@bactNOG,11FM8@NOG,17ICT@proNOG				SZUA-1104_4:665..1681	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00014									SZUA-1104_4:1694..1972	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00015	K08351	[EC:1.-.-.-]	bisC	biotin/methionine sulfoxide reductase	02ECR@aproNOG,08J2R@bactNOG,17346@proNOG,COG0243@NOG	reductase			SZUA-1104_4:1969..4260	Dimethyl sulfoxide/trimethylamine N-oxide reductase	K08351	K08351	K07811	K07811	K21307
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00016									SZUA-1104_5:951..1376	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00017	K03568		tldD	TldD protein	05D1U@bactNOG,COG0312@NOG	peptidase U62 modulator of DNA gyrase			SZUA-1104_5:c(1202..2644)	Metalloprotease TldD	K03568	K03568		K03568	K03592
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00018									SZUA-1104_5:c(2915..3124)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00019					08HGF@bactNOG,0XS0X@NOG,17279@proNOG	NHL repeat			SZUA-1104_5:3287..3661	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00020									SZUA-1104_5:3668..3763	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00021	K01845	[EC:5.4.3.8]	hemL	glutamate-1-semialdehyde 2,1-aminomutase	05UPW@bactNOG,0D468@chloNOG,COG0001@NOG	class III aminotransferase			SZUA-1104_5:c(3872..5209)	Glutamate-1-semialdehyde 2,1-aminomutase	K01845	K01845		K01845	K20597
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00022									SZUA-1104_5:5428..5709	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00023									SZUA-1104_5:c(5655..5894)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00024									SZUA-1104_5:c(5987..7999)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00025									SZUA-1104_5:8225..8521	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00026					05DGE@bactNOG,0D34B@chloNOG,0XW00@NOG	Inherit from bactNOG: cytochrome C			SZUA-1104_5:8662..9285	Menaquinone reductase, multiheme cytochrome c subunit					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00027	K00483	[EC:1.14.14.9]	hpaB	4-hydroxyphenylacetate 3-monooxygenase	04RQA@bacNOG,05EFA@bactNOG,0NDVV@firmNOG,COG2368@NOG	4-hydroxyphenylacetate 3-monooxygenase oxygenase			SZUA-1104_6:77..1423	4-hydroxyphenylacetate 3-monooxygenase oxygenase component	K00483	K00483		K00483	K21184
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00028									SZUA-1104_6:2257..2430	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00029	K00505	[EC:1.14.18.1]	TYR	tyrosinase	08MV1@bactNOG,0ZP9M@NOG	tyrosinase			SZUA-1104_6:2534..2947	hypothetical protein	K00505			K00505	
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00030	K20257	[EC:3.1.2.32]	pqsE	2-aminobenzoylacetyl-CoA thioesterase	05C8F@bactNOG,COG0491@NOG	Beta-lactamase domain protein			SZUA-1104_7:1390..2160	putative quorum-quenching lactonase YtnP	K20257				K20257
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00031	K18707	[EC:2.8.4.5]	mtaB	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	05CIW@bactNOG,0D1Y2@chloNOG,0G6VY@dehNOG,COG0621@NOG	tRNA modification enzyme, MiaB family			SZUA-1104_7:c(2271..3659)	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	K18707	K18707		K06168	K18707
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00032									SZUA-1104_7:c(3643..4035)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1104|SZUA-1104_00033	K01652	[EC:2.2.1.6]	E2.2.1.6L, ilvB, ilvG, ilvI	acetolactate synthase I/II/III large subunit	05C7K@bactNOG,COG0028@NOG	acetolactate synthase			SZUA-1104_7:c(4117..4635)	Putative thiamine pyrophosphate-containing protein YdaP	K01652	K01652		K01652	K21428
