#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00001									SZUA-1493_1:812..1108	hypothetical protein					
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00002	K01406	[EC:3.4.24.40]	prtC	serralysin	07VZP@bactNOG,0B9W5@bproNOG,16USW@proNOG,COG2931@NOG	Hemolysin-type calcium-binding			SZUA-1493_1:c(2008..3942)	hypothetical protein	K01406			K01406	K12544
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00003									SZUA-1493_2:81..1679	hypothetical protein					
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00004									SZUA-1493_2:1773..4622	hypothetical protein					
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00005					08R96@bactNOG,0GEQR@delNOG,0I5NB@eproNOG,16W2B@proNOG,COG1720@NOG	Uncharacterised protein family UPF0066			SZUA-1493_2:c(4951..6717)	Ferric uptake regulation protein					
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00006	K02851	[EC:2.7.8.33][EC:2.7.8.35]	wecA, tagO, rfe	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase	05ESV@bactNOG,0D1RQ@chloNOG,0D68F@chlorNOG,COG0472@NOG	Glycosyl transferase family protein			SZUA-1493_2:c(7223..8257)	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	K02851	K02851		K02851	K13685
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00007	K01893	[EC:6.1.1.22]	NARS, asnS	asparaginyl-tRNA synthetase	04RH9@bacNOG,05C5S@bactNOG,0NDUQ@firmNOG,COG0017@NOG	asparaginyl-tRNA synthetase			SZUA-1493_2:c(8272..9519)	Asparagine--tRNA ligase	K01893	K01893		K01893	K09759
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00008					0KUG3@eurNOG,0WMQS@methaNOG,COG1720@NOG,arCOG00761@arNOG	Uncharacterised protein family UPF0066			SZUA-1493_3:29..376	S-adenosyl-L-methionine-binding protein					
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00009	K01243	[EC:3.2.2.9]	mtnN, mtn, pfs	adenosylhomocysteine nucleosidase					SZUA-1493_3:c(363..587)	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	K01243	K01243			
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00010	K00974	[EC:2.7.7.72][EC:3.1.3.-][EC:3.1.4.-]	cca	tRNA nucleotidyltransferase (CCA-adding enzyme)	07QU1@bactNOG,0D2PM@chloNOG,COG0517@NOG,COG0617@NOG,COG0618@NOG	Poly A polymerase head domain			SZUA-1493_3:c(587..3205)	CCA-adding enzyme	K00974	K00974		K00970	K06881
Anaerolineae_bacterium_SZUA-1493|SZUA-1493_00011									SZUA-1493_4:106..510	hypothetical protein					
