#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1305|SZUA-1305_00001	K21345	[EC:2.7.7.70]	rfaE2	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	02EKZ@aquNOG,07WSV@bactNOG,COG2870@NOG	RfaE bifunctional protein			SZUA-1305_1:c(207..1190)	Bifunctional protein HldE	K21345				K21345
Candidatus_bacterium_SZUA-1305|SZUA-1305_00002	K15633	[EC:5.4.2.12]	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	05CJI@bactNOG,0EPQR@cloNOG,0NE4S@firmNOG,COG0696@NOG	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)			SZUA-1305_1:c(1187..1930)	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	K15633	K15633		K15633	K15633
Candidatus_bacterium_SZUA-1305|SZUA-1305_00003					05DXW@bactNOG,09A99@bctoNOG,0P7MJ@flaNOG,0XQEH@NOG	membrane associated hydrolase			SZUA-1305_2:49..2136	hypothetical protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00004	K03101	[EC:3.4.23.36]	lspA	signal peptidase II	07TEJ@bactNOG,0GFVF@delNOG,0HGPU@dproNOG,16WTH@proNOG,COG0597@NOG	This protein specifically catalyzes the removal of signal peptides from prolipoproteins (By similarity)			SZUA-1305_3:36..512	Lipoprotein signal peptidase	K03101	K03101	K03101	K03101	K03101
Candidatus_bacterium_SZUA-1305|SZUA-1305_00005	K06180	[EC:5.4.99.23]	rluD	23S rRNA pseudouridine1911/1915/1917 synthase	05C34@bactNOG,0GBA7@delNOG,0HDC0@dproNOG,16PJZ@proNOG,COG0564@NOG	Pseudouridine synthase			SZUA-1305_3:499..1461	Ribosomal large subunit pseudouridine synthase D	K06180	K06180		K06180	K15454
Candidatus_bacterium_SZUA-1305|SZUA-1305_00006									SZUA-1305_4:334..600	hypothetical protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00007	K00547	[EC:2.1.1.10]	mmuM, BHMT2	homocysteine S-methyltransferase	00D8D@actNOG,07RGN@bactNOG,COG2040@NOG	homocysteine			SZUA-1305_4:c(581..1510)	Homocysteine S-methyltransferase	K00547			K00547	K21169
Candidatus_bacterium_SZUA-1305|SZUA-1305_00008	K00406		ccoP	cytochrome c oxidase cbb3-type subunit III	05S62@bactNOG,0R4VT@gproNOG,11ZAG@NOG,17IBR@proNOG	cytochrome C, class I			SZUA-1305_4:c(1870..2937)	hypothetical protein	K00406			K00406	
Candidatus_bacterium_SZUA-1305|SZUA-1305_00009					05DXW@bactNOG,09A99@bctoNOG,0P7MJ@flaNOG,0XQEH@NOG	membrane associated hydrolase			SZUA-1305_4:c(2985..5189)	hypothetical protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00010					08VW2@bactNOG,0GEBJ@delNOG,0HFEY@dproNOG,11JT5@NOG,17AQX@proNOG				SZUA-1305_4:c(5377..6129)	hypothetical protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00011	K02004		ABC.CD.P	putative ABC transport system permease protein	07SMX@bactNOG,09JDH@bctoNOG,0FYN6@cytNOG,0XRJQ@NOG	FtsX-like permease family			SZUA-1305_4:c(6126..6788)	hypothetical protein	K02004	K02004		K02004	
Candidatus_bacterium_SZUA-1305|SZUA-1305_00012					01Q86@aproNOG,05CH5@bactNOG,16PXK@proNOG,COG4663@NOG	extracellular solute-binding protein, family 7			SZUA-1305_5:383..1522	Monocarboxylate 2-oxoacid-binding periplasmic protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00013					01TUX@aproNOG,08NS5@bactNOG,16V0V@proNOG,COG4665@NOG	transporter			SZUA-1305_5:1644..2219	hypothetical protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00014					02E6B@aproNOG,08IE9@bactNOG,172PJ@proNOG,COG4664@NOG	Trap dicarboxylate transporter, dctm subunit			SZUA-1305_5:2265..3632	C4-dicarboxylate TRAP transporter large permease protein DctM					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00015	K14392		panF	sodium/pantothenate symporter	0KT9M@eurNOG,COG4145@NOG,arCOG01318@arNOG	Na solute symporter			SZUA-1305_6:c(929..2356)	Osmoregulated proline transporter OpuE	K14392	K14392	K03307	K03307	
Candidatus_bacterium_SZUA-1305|SZUA-1305_00016	K06978		K06978	uncharacterized protein	05CC1@bactNOG,COG2936@NOG	hydrolase, CocE NonD family protein			SZUA-1305_6:c(2424..4208)	Cocaine esterase	K06978	K06978		K06978	K21017
Candidatus_bacterium_SZUA-1305|SZUA-1305_00017	K00626	[EC:2.3.1.9]	E2.3.1.9, atoB	acetyl-CoA C-acetyltransferase					SZUA-1305_7:395..691	hypothetical protein	K00626	K00626			
Candidatus_bacterium_SZUA-1305|SZUA-1305_00018									SZUA-1305_8:c(222..467)	hypothetical protein					
Candidatus_bacterium_SZUA-1305|SZUA-1305_00019	K01912	[EC:6.2.1.30]	paaK	phenylacetate-CoA ligase					SZUA-1305_8:c(486..716)	hypothetical protein	K01912	K01912			
Candidatus_bacterium_SZUA-1305|SZUA-1305_00020	K02939		RP-L9, MRPL9, rplI	large subunit ribosomal protein L9	05K9Q@bactNOG,COG0359@NOG	Binds to the 23S rRNA (By similarity)			SZUA-1305_9:c(2301..2744)	50S ribosomal protein L9	K02939	K02939		K02939	K02939
Candidatus_bacterium_SZUA-1305|SZUA-1305_00021	K02963		RP-S18, MRPS18, rpsR	small subunit ribosomal protein S18	05VH8@bactNOG,0GFS7@delNOG,0HHYB@dproNOG,17FDT@proNOG,COG0238@NOG	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit (By similarity)			SZUA-1305_9:c(2765..2995)	30S ribosomal protein S18	K02963	K02963		K02963	K02963
