#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00001									SZUA-1411_1:c(384..626)	Elongation factor P					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00002	K03282		mscL	large conductance mechanosensitive channel	04VPM@bacNOG,05M2E@bactNOG,0NKRI@firmNOG,COG1970@NOG	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell (By similarity)			SZUA-1411_1:707..1066	Large-conductance mechanosensitive channel	K03282	K03282		K03282	K03282
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00003	K03553		recA	recombination protein RecA	01QY1@aproNOG,05C68@bactNOG,16Q80@proNOG,COG0468@NOG	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)			SZUA-1411_1:1491..2435	Protein RecA	K03553	K03553		K03553	K04484
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00004									SZUA-1411_1:2466..2582	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00005									SZUA-1411_1:3042..3152	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00006									SZUA-1411_1:3207..3347	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00007									SZUA-1411_2:222..629	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00008					07SX9@bactNOG,120ZC@NOG	Rhodanese domain protein			SZUA-1411_2:c(670..1767)	Thiosulfate sulfurtransferase GlpE					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00009									SZUA-1411_2:c(1853..2446)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00010					06M4E@bactNOG,0YC5T@NOG				SZUA-1411_3:5..484	CRISPR-associated endonuclease Cas12a					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00011					06A7Y@bactNOG,099QP@bctoNOG,0XPNG@NOG	Bro-N			SZUA-1411_3:534..1373	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00012	K06921		K06921	uncharacterized protein	087TE@bactNOG,0FTM1@cyaNOG,COG1672@NOG	Archaeal ATPase			SZUA-1411_4:c(87..2654)	hypothetical protein	K06921		K06921	K06921	K06921
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00013	K00571	[EC:2.1.1.72]	E2.1.1.72	site-specific DNA-methyltransferase (adenine-specific)	07WQK@bactNOG,COG0863@NOG	DNA Methylase			SZUA-1411_5:c(1079..2059)	Modification methylase HindIII	K00571			K00571	K13581
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00014					05WP4@bactNOG,123N2@NOG				SZUA-1411_5:c(2046..2567)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00015									SZUA-1411_5:c(2560..2673)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00016	K21586	[EC:2.4.1.343]	wclR	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase	02FR5@aquNOG,08TJN@bactNOG,COG0438@NOG	glycosyl transferase group 1			SZUA-1411_6:c(318..1370)	Mannosylfructose-phosphate synthase	K21586				K21586
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00017	K21586	[EC:2.4.1.343]	wclR	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase	05ZJ0@bactNOG,0EUYT@cloNOG,0NN9I@firmNOG,COG0438@NOG	group 1 glycosyl transferase			SZUA-1411_6:c(1513..2685)	hypothetical protein	K21586				K21586
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00018					06F9Z@bactNOG,0ZI8V@NOG	O-Antigen Polymerase			SZUA-1411_6:c(2710..3894)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00019									SZUA-1411_6:c(3928..4245)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00020	K07011		K07011	uncharacterized protein	07Y8Y@bactNOG,COG1216@NOG	Glycosyl transferase family 2			SZUA-1411_6:c(4245..4619)	hypothetical protein	K07011			K07011	K20438
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00021									SZUA-1411_7:c(1157..1282)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00022									SZUA-1411_7:1750..2676	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00023									SZUA-1411_7:c(2931..3050)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00024									SZUA-1411_7:c(3069..3401)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00025									SZUA-1411_8:c(382..552)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00026	K02238		comEC	competence protein ComEC	05EGY@bactNOG,0F7HA@cloNOG,0P6TQ@firmNOG,COG0658@NOG,COG2333@NOG	DNA internalization-related competence protein comec rec2			SZUA-1411_8:905..1747	ComE operon protein 3	K02238	K02238		K02238	K02238
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00027									SZUA-1411_8:c(1834..2064)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00028									SZUA-1411_8:c(2195..2578)	Histidine--tRNA ligase					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00029									SZUA-1411_9:c(154..351)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00030					05X8G@bactNOG,09HGG@bctoNOG,0PB2Y@flaNOG,COG4704@NOG	Uncharacterized protein conserved in bacteria (DUF2141)			SZUA-1411_9:c(421..840)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00031	K21134		triC	multidrug efflux pump	05BZS@bactNOG,099WA@bctoNOG,1AFTV@sphNOG,COG0841@NOG	AcrB/AcrD/AcrF family			SZUA-1411_9:c(848..3916)	Multidrug resistance protein MdtC	K21134				K21134
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00032	K07799		mdtA	membrane fusion protein, multidrug efflux system	05SU0@bactNOG,09CFJ@bctoNOG,0FWTC@cytNOG,0XQB7@NOG	efflux transporter, rnd family, mfp subunit			SZUA-1411_9:c(3923..4924)	Macrolide export protein MacA	K07799			K07799	
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00033					08P1V@bactNOG,09BSY@bctoNOG,0FWAA@cytNOG,0XZVA@NOG	outer membrane efflux protein			SZUA-1411_9:c(4935..6329)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00034	K13652		K13652	AraC family transcriptional regulator	059VA@bacteNOG,05F4I@bactNOG,09B8G@bctoNOG,COG3449@NOG	Inherit from bctoNOG: transcriptional regulator			SZUA-1411_9:c(6430..6873)	DNA gyrase inhibitor	K13652	K13652		K05804	K13652
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00035					05V2Y@bactNOG,09GNW@bctoNOG,0PB0U@flaNOG,11Z84@NOG	Late embryogenesis abundant protein			SZUA-1411_10:c(414..869)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00036	K02014		TC.FEV.OM	iron complex outermembrane recepter protein	056K7@bacteNOG,05CHI@bactNOG,09AB2@bctoNOG,COG4206@NOG	receptor			SZUA-1411_10:c(926..2524)	Vitamin B12 transporter BtuB	K02014	K02014		K02014	K16092
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00037									SZUA-1411_11:c(712..1158)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00038									SZUA-1411_11:c(1552..1695)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00039									SZUA-1411_11:c(1908..2339)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00040					05ESI@bactNOG,0GCNR@delNOG,0XRFS@NOG,1742Z@proNOG	Inherit from proNOG: atpase involved in dna repair			SZUA-1411_12:49..2391	hypothetical protein					
