#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00001					065V0@bactNOG,0GHMM@delNOG,0I4DS@eproNOG,129WV@NOG,17P7W@proNOG	Inherit from delNOG: type II secretion system protein			SZUA-1412_1:c(943..1278)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00002	K00790	[EC:2.5.1.7]	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	05CDF@bactNOG,0GAT4@delNOG,0I2R8@eproNOG,16PC4@proNOG,COG0766@NOG	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine (By similarity)			SZUA-1412_1:1408..2676	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	K00790	K00790	K00790	K00790	K00790
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00003					05Y76@bactNOG,0GHCU@delNOG,0I4IX@eproNOG,17KDE@proNOG,COG1714@NOG	RDD protein			SZUA-1412_2:c(1207..1641)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00004	K01945	[EC:6.3.4.13]	purD	phosphoribosylamine---glycine ligase	05C12@bactNOG,0GAP8@delNOG,0I2P2@eproNOG,16PVE@proNOG,COG0151@NOG	Phosphoribosylglycinamide synthetase			SZUA-1412_2:c(1650..2609)	Phosphoribosylamine--glycine ligase	K01945	K01945		K01945	K13713
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00005	K03688		ubiB, aarF	ubiquinone biosynthesis protein	05CNK@bactNOG,09AKQ@bctoNOG,0FWBD@cytNOG,COG0661@NOG	ABC-1 domain-containing protein			SZUA-1412_3:c(186..1499)	hypothetical protein	K03688			K03688	K03688
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00006					05IBC@bactNOG,0R8C2@gproNOG,0ZXNQ@NOG,17EKP@proNOG	Tet-R family transcriptional regulator			SZUA-1412_3:c(1489..2229)	Fatty acid metabolism regulator protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00007									SZUA-1412_4:208..432	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00008					05BZU@bactNOG,0GCJ1@delNOG,0I2K0@eproNOG,0XNMH@NOG,16Q12@proNOG	Histidine kinase			SZUA-1412_4:447..1469	Sensor histidine kinase ResE					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00009	K08358		ttrB	tetrathionate reductase subunit B	05QA4@bactNOG,0GEKM@delNOG,0I392@eproNOG,16QRY@proNOG,COG0437@NOG	iron-sulfur			SZUA-1412_4:1712..2479	Tetrathionate reductase subunit B	K08358			K08358	K21308
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00010					07W60@bactNOG,0GCXX@delNOG,0I3AF@eproNOG,0ZFY0@NOG,1754C@proNOG	Polysulfide reductase, NrfD			SZUA-1412_4:2479..3429	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00011	K07812	[EC:1.7.2.3]	torZ	trimethylamine-N-oxide reductase (cytochrome c)	07QY8@bactNOG,0GBGD@delNOG,0I34B@eproNOG,16UI9@proNOG,COG0243@NOG	Molybdop_Fe4S4			SZUA-1412_4:3440..6790	putative dimethyl sulfoxide reductase chain YnfF	K07812			K07812	K21307
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00012	K02483		K02483	two-component system, OmpR family, response regulator	05DPZ@bactNOG,0GDG7@delNOG,0I3VP@eproNOG,17882@proNOG,COG0745@NOG	Regulator			SZUA-1412_4:6840..7496	Transcriptional regulatory protein QseB	K02483			K02483	K21603
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00013	K02484	[EC:2.7.13.3]	K02484	two-component system, OmpR family, sensor kinase	05BZU@bactNOG,0GC4D@delNOG,0I3Y5@eproNOG,0XNMH@NOG,16WCW@proNOG	Histidine kinase			SZUA-1412_4:7633..8640	Signal-transduction histidine kinase senX3	K02484	K02484		K02484	
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00014					06BRS@bactNOG,0GIID@delNOG,0I4KB@eproNOG,0Y0JE@NOG,17TFG@proNOG				SZUA-1412_4:9256..9654	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00015									SZUA-1412_4:9904..10875	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00016									SZUA-1412_5:8..172	hypothetical protein					
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00017	K07114		yfbK	Ca-activated chloride channel homolog	05EK8@bactNOG,0GF41@delNOG,0I3AU@eproNOG,16QE2@proNOG,COG2304@NOG	von Willebrand factor, type A			SZUA-1412_5:c(279..1808)	hypothetical protein	K07114	K07114		K07114	K07114
Campylobacterales_bacterium_SZUA-1412|SZUA-1412_00018	K07114		yfbK	Ca-activated chloride channel homolog	05KDI@bactNOG,0GET6@delNOG,0I3EY@eproNOG,16SWG@proNOG,COG2304@NOG	von Willebrand factor, type A			SZUA-1412_5:c(1805..2707)	hypothetical protein	K07114	K07114		K07114	K07114
