#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1326|SZUA-1326_00001	K14274	[EC:3.1.1.-]	xylC	xylonolactonase	05CYF@bactNOG,0FMCV@cyaNOG,COG3386@NOG	SMP-30 Gluconolaconase LRE domain protein			SZUA-1326_1:c(756..1622)	6-deoxy-6-sulfogluconolactonase	K14274	K14274		K01053	K13874
Candidatus_bacterium_SZUA-1326|SZUA-1326_00002	K11070		potC	spermidine/putrescine transport system permease protein	01S26@aproNOG,08M4I@bactNOG,0XQDZ@NOG,176IB@proNOG	ABC transporter (permease)			SZUA-1326_1:c(1704..2516)	Inner membrane ABC transporter permease protein YdcV	K11070	K11070		K11070	
Candidatus_bacterium_SZUA-1326|SZUA-1326_00003	K11071		potB	spermidine/putrescine transport system permease protein	01UDC@aproNOG,08QXY@bactNOG,10EDA@NOG,176NN@proNOG	ABC permidine putrescine transporter, inner membrane subunit			SZUA-1326_1:c(2533..3402)	Spermidine/putrescine transport system permease protein PotB	K11071	K11071	K11071	K11071	
Candidatus_bacterium_SZUA-1326|SZUA-1326_00004	K11069		potD	spermidine/putrescine transport system substrate-binding protein	01R2T@aproNOG,07QWU@bactNOG,0XP10@NOG,16PZT@proNOG	ABC transporter			SZUA-1326_1:c(3408..4448)	Putrescine-binding periplasmic protein SpuD	K11069	K11069		K11069	
Candidatus_bacterium_SZUA-1326|SZUA-1326_00005					05F7T@bactNOG,0XS1K@NOG,1DHSU@verNOG,1DNIW@verrNOG				SZUA-1326_2:c(263..1099)	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00006									SZUA-1326_2:1570..1854	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00007									SZUA-1326_2:1861..2712	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00008									SZUA-1326_2:2892..2984	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00009					07FQE@bactNOG,0ZPN4@NOG,1DM23@verNOG	glyoxalase bleomycin resistance protein dioxygenase			SZUA-1326_2:2974..3381	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00010	K01768	[EC:4.6.1.1]	E4.6.1.1	adenylate cyclase	05F8J@bactNOG,0QKQ1@gproNOG,16R78@proNOG,COG2114@NOG	Adenylate			SZUA-1326_3:c(1160..1594)	hypothetical protein	K01768	K01768		K01768	K05345
Candidatus_bacterium_SZUA-1326|SZUA-1326_00011					07PFS@bactNOG,0ZU3W@NOG,18CA4@proNOG				SZUA-1326_3:1923..2162	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00012									SZUA-1326_3:c(2087..2482)	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00013									SZUA-1326_3:2849..3796	hypothetical protein					
Candidatus_bacterium_SZUA-1326|SZUA-1326_00014	K11530	[EC:5.3.1.32]	lsrG	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	05K34@bactNOG,0GGKI@delNOG,0HGQK@dproNOG,17F9D@proNOG,COG1359@NOG	Antibiotic biosynthesis monooxygenase			SZUA-1326_3:4162..4500	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	K11530			K11530	K11530
