#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1082|SZUA-1082_00001	K02356		efp	elongation factor P	05DRH@bactNOG,09BZS@bctoNOG,0P7KA@flaNOG,COG0231@NOG	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity)			SZUA-1082_1:61..381	Elongation factor P	K02356	K02356		K02356	K03263
Candidatus_bacterium_SZUA-1082|SZUA-1082_00002	K01902	[EC:6.2.1.5]	sucD	succinyl-CoA synthetase alpha subunit	05CH8@bactNOG,099MR@bctoNOG,0P7H6@flaNOG,COG0074@NOG	Succinyl-CoA ligase ADP-forming subunit alpha			SZUA-1082_1:403..1275	Succinate--CoA ligase [ADP-forming] subunit alpha	K01902	K01902		K01902	K02381
Candidatus_bacterium_SZUA-1082|SZUA-1082_00003	K00059	[EC:1.1.1.100]	fabG	3-oxoacyl-[acyl-carrier protein] reductase	05CHR@bactNOG,099VU@bctoNOG,0P7W4@flaNOG,0XNW1@NOG	reductase			SZUA-1082_1:1312..2058	3-oxoacyl-[acyl-carrier-protein] reductase FabG	K00059	K00059		K00059	
Candidatus_bacterium_SZUA-1082|SZUA-1082_00004	K17081		PHB2	prohibitin 2	07TTG@bactNOG,09BYJ@bctoNOG,0P7I4@flaNOG,COG0330@NOG	Band 7 family protein			SZUA-1082_1:2084..2899	hypothetical protein	K17081				K17081
Candidatus_bacterium_SZUA-1082|SZUA-1082_00005	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	061TZ@bactNOG,09EAQ@bctoNOG,0FXEU@cytNOG,COG1028@NOG	KR domain			SZUA-1082_1:c(2995..3729)	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))	K21883				K21883
Candidatus_bacterium_SZUA-1082|SZUA-1082_00006									SZUA-1082_2:123..1541	hypothetical protein					
Candidatus_bacterium_SZUA-1082|SZUA-1082_00007									SZUA-1082_2:1654..2349	hypothetical protein					
Candidatus_bacterium_SZUA-1082|SZUA-1082_00008	K02519		infB, MTIF2	translation initiation factor IF-2	07QHU@bactNOG,0CZ5X@chlNOG,COG0532@NOG	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)			SZUA-1082_3:117..2459	Translation initiation factor IF-2	K02519	K02519		K02519	K03243
Candidatus_bacterium_SZUA-1082|SZUA-1082_00009	K02834		rbfA	ribosome-binding factor A	05KG7@bactNOG,0QTZA@gproNOG,17FV6@proNOG,COG0858@NOG	Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Essential for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA (By similarity)			SZUA-1082_3:2462..2809	Ribosome-binding factor A	K02834	K02834		K02834	K02834
Candidatus_bacterium_SZUA-1082|SZUA-1082_00010	K03177	[EC:5.4.99.25]	truB, PUS4, TRUB1	tRNA pseudouridine55 synthase	05D0T@bactNOG,0QEJ3@fusoNOG,COG0130@NOG	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs (By similarity)			SZUA-1082_3:2812..3453	tRNA pseudouridine synthase B	K03177	K03177		K03177	K03177
Candidatus_bacterium_SZUA-1082|SZUA-1082_00011	K11753	[EC:2.7.1.26][EC:2.7.7.2]	ribF	riboflavin kinase / FMN adenylyltransferase	05DTN@bactNOG,09AUV@bctoNOG,0FV5I@cytNOG,COG0196@NOG	riboflavin biosynthesis protein ribf			SZUA-1082_3:3441..4391	Riboflavin biosynthesis protein RibF	K11753	K11753		K11753	K11753
Candidatus_bacterium_SZUA-1082|SZUA-1082_00012	K02956		RP-S15, MRPS15, rpsO	small subunit ribosomal protein S15	05K77@bactNOG,1CGT2@therNOG,COG0184@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it helps nucleate assembly of the platform of the 30S subunit by binding and bridging several RNA helices of the 16S rRNA (By similarity)			SZUA-1082_3:4381..4650	30S ribosomal protein S15	K02956	K02956		K02956	K02956
Candidatus_bacterium_SZUA-1082|SZUA-1082_00013	K00962	[EC:2.7.7.8]	pnp, PNPT1	polyribonucleotide nucleotidyltransferase	05C62@bactNOG,1AMKT@spiNOG,COG1185@NOG	Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3'- to 5'-direction (By similarity)			SZUA-1082_3:4660..6735	Polyribonucleotide nucleotidyltransferase	K00962	K00962		K00962	K00962
Candidatus_bacterium_SZUA-1082|SZUA-1082_00014	K00259	[EC:1.4.1.1]	ald	alanine dehydrogenase	05DCF@bactNOG,0QI1W@gproNOG,16PI3@proNOG,COG0686@NOG	alanine dehydrogenase			SZUA-1082_3:6771..7871	Alanine dehydrogenase	K00259	K00259		K00259	K00259
