#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00001	K07814		K07814	putative two-component system response regulator	05DW3@bactNOG,0GD25@delNOG,0I54C@eproNOG,16QGG@proNOG,COG3437@NOG	HDc			SZUA-1420_1:c(176..1444)	Regulator of RpoS	K07814			K07814	K19617
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00002	K03412	[EC:3.1.1.61][EC:3.5.1.44]	cheB	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase	05CMP@bactNOG,0GKG4@delNOG,0I500@eproNOG,16Q0Q@proNOG,COG2201@NOG	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)			SZUA-1420_1:c(1452..2486)	Chemotaxis response regulator protein-glutamate methylesterase	K03412	K03412		K03412	K13924
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00003					06THD@bactNOG,0GMKI@delNOG,0I5BB@eproNOG,0YKYU@NOG,18081@proNOG				SZUA-1420_1:c(2486..2941)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00004	K00575	[EC:2.1.1.80]	cheR	chemotaxis protein methyltransferase CheR	05BZU@bactNOG,0GAK2@delNOG,0I4W8@eproNOG,0XNMH@NOG,16RUM@proNOG	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP (By similarity)			SZUA-1420_1:c(2954..3769)	Chemotaxis protein methyltransferase	K00575	K00575		K00575	
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00005	K03415		cheV	two-component system, chemotaxis family, chemotaxis protein CheV	08EPV@bactNOG,0GSGT@delNOG,0I66C@eproNOG,1713A@proNOG,COG0784@NOG	response regulator receiver modulated chew protein			SZUA-1420_1:c(3766..4089)	Regulator of RpoS	K03415	K03415		K03415	K21025
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00006	K08279		caiE	carnitine operon protein CaiE	08Z0R@bactNOG,0GF0A@delNOG,0I3KG@eproNOG,179PA@proNOG,COG0663@NOG	Transferase			SZUA-1420_2:c(75..602)	Protein YrdA	K08279				K08279
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00007	K00937	[EC:2.7.4.1]	ppk	polyphosphate kinase	05CUU@bactNOG,0GASC@delNOG,0I2MS@eproNOG,16Q66@proNOG,COG0855@NOG	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP) (By similarity)			SZUA-1420_2:c(599..2536)	Polyphosphate kinase	K00937	K00937		K00937	K00937
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00008	K02950		RP-S12, MRPS12, rpsL	small subunit ribosomal protein S12	08UKE@bactNOG,0GDWP@delNOG,0I3MD@eproNOG,179N0@proNOG,COG0048@NOG	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit (By similarity)			SZUA-1420_3:c(315..686)	30S ribosomal protein S12	K02950	K02950	K02950	K02950	K02973
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00009	K03046	[EC:2.7.7.6]	rpoC	DNA-directed RNA polymerase subunit beta'	05D27@bactNOG,0GB7U@delNOG,0I330@eproNOG,16PNC@proNOG,COG0086@NOG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)			SZUA-1420_3:c(933..5117)	Bifunctional DNA-directed RNA polymerase subunit beta-beta'	K03046	K03046		K03046	K13797
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00010	K01465	[EC:3.5.2.3]	URA4, pyrC	dihydroorotase	05CD3@bactNOG,0GB5C@delNOG,0I3M7@eproNOG,16PSG@proNOG,COG0044@NOG	Dihydroorotase			SZUA-1420_4:c(317..1531)	Dihydroorotase	K01465	K01465	K01465	K01465	K01466
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00011	K03768	[EC:5.2.1.8]	PPIB, ppiB	peptidyl-prolyl cis-trans isomerase B (cyclophilin B)	08R5K@bactNOG,0GDZY@delNOG,0I3MT@eproNOG,179PU@proNOG,COG0652@NOG	PPIases accelerate the folding of proteins (By similarity)			SZUA-1420_4:1610..2092	Peptidyl-prolyl cis-trans isomerase B	K03768	K03768	K03768	K01802	K03768
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00012					05M7P@bactNOG,0GE2Y@delNOG,0I3SP@eproNOG,17G89@proNOG,COG2932@NOG	phage repressor			SZUA-1420_4:c(2130..2756)	LexA repressor					
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00013	K05516		cbpA	curved DNA-binding protein	05DVC@bactNOG,0GAXD@delNOG,0I2NY@eproNOG,16RH2@proNOG,COG2214@NOG	co-chaperone-curved DNA binding protein A			SZUA-1420_5:152..1027	Curved DNA-binding protein	K05516	K05516	K05516	K03686	K17867
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00014	K13640		hspR	MerR family transcriptional regulator, heat shock protein HspR	05KNI@bactNOG,0GEKR@delNOG,0I3W3@eproNOG,17CGP@proNOG,COG0789@NOG	Transcriptional regulator			SZUA-1420_5:1038..1412	Putative heat shock protein HspR	K13640	K13640		K13640	K21972
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00015					05VQI@bactNOG,12252@NOG,17K0J@proNOG				SZUA-1420_5:c(1581..1910)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00016	K07234		K07234	uncharacterized protein involved in response to NO	08TJH@bactNOG,0GF4Y@delNOG,0I416@eproNOG,11IKI@NOG,179HD@proNOG	NnrS protein			SZUA-1420_5:c(2024..3178)	hypothetical protein	K07234	K07234		K07234	
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00017					05DQX@bactNOG,0R5QH@gproNOG,0XNNM@NOG,16S5Q@proNOG	Inherit from bactNOG: Zinc finger domain			SZUA-1420_5:c(3188..3751)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00018	K03070		secA	preprotein translocase subunit SecA	05CI6@bactNOG,0GAXQ@delNOG,0I30W@eproNOG,16PFC@proNOG,COG0653@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)			SZUA-1420_6:15..2018	Protein translocase subunit SecA	K03070	K03070		K03070	K03070
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00019	K02004		ABC.CD.P	putative ABC transport system permease protein	05D60@bactNOG,0GB3W@delNOG,0I312@eproNOG,16QH9@proNOG,COG4591@NOG	lipoprotein release system transmembrane protein			SZUA-1420_6:2018..3220	Lipoprotein-releasing system transmembrane protein LolC	K02004	K02004	K02004	K02004	K09808
Campylobacterales_bacterium_SZUA-1420|SZUA-1420_00020	K01872	[EC:6.1.1.7]	AARS, alaS	alanyl-tRNA synthetase	05CIM@bactNOG,0GB0H@delNOG,0I2QS@eproNOG,16Q76@proNOG,COG0013@NOG	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)			SZUA-1420_7:26..2578	Alanine--tRNA ligase	K01872	K01872	K01872	K01872	K01872
