#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1146|SZUA-1146_00001	K01138	[EC:3.1.6.-]	K01138	uncharacterized sulfatase	067R7@bactNOG,09ATA@bctoNOG,0P7HC@flaNOG,COG3119@NOG	Type I phosphodiesterase / nucleotide pyrophosphatase			SZUA-1146_1:55..444	hypothetical protein	K01138				K01138
Candidatus_bacterium_SZUA-1146|SZUA-1146_00002	K01206	[EC:3.2.1.51]	FUCA	alpha-L-fucosidase	05E8A@bactNOG,09A97@bctoNOG,0FVT3@cytNOG,COG3669@NOG	Coagulation factor 5 8 type domain protein			SZUA-1146_1:441..1883	hypothetical protein	K01206	K01206	K01206	K01206	K01206
Candidatus_bacterium_SZUA-1146|SZUA-1146_00003	K01138	[EC:3.1.6.-]	K01138	uncharacterized sulfatase	0584W@bacteNOG,05CBG@bactNOG,099H7@bctoNOG,COG3119@NOG	Arylsulfatase			SZUA-1146_1:1873..3450	Multifunctional alkaline phosphatase superfamily protein	K01138				K01138
Candidatus_bacterium_SZUA-1146|SZUA-1146_00004	K00059	[EC:1.1.1.100]	fabG	3-oxoacyl-[acyl-carrier protein] reductase	05CHR@bactNOG,0EQDZ@cloNOG,0NEV8@firmNOG,0XNW1@NOG	Bile acid 7-dehydroxylase 1 3			SZUA-1146_2:c(195..929)	putative oxidoreductase	K00059	K00059	K00059	K00059	
Candidatus_bacterium_SZUA-1146|SZUA-1146_00005	K01697	[EC:4.2.1.22]	CBS	cystathionine beta-synthase	05C6T@bactNOG,0QII0@gproNOG,16Q08@proNOG,COG0031@NOG	Cysteine synthase			SZUA-1146_2:1007..1960	Cysteine synthase	K01697	K01697		K01697	K21949
Candidatus_bacterium_SZUA-1146|SZUA-1146_00006	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	090XY@bactNOG,09FNU@bctoNOG,COG0526@NOG	Redoxin domain protein			SZUA-1146_2:1957..2472	Thiol-disulfide oxidoreductase ResA	K13996				K13996
Candidatus_bacterium_SZUA-1146|SZUA-1146_00007									SZUA-1146_2:c(2548..2799)	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00008	K01995		livG	branched-chain amino acid transport system ATP-binding protein	05C0Z@bactNOG,0EPEJ@cloNOG,0NDGK@firmNOG,COG0411@NOG	ABC transporter			SZUA-1146_3:43..705	Lipopolysaccharide export system ATP-binding protein LptB	K01995	K01995		K01995	K11957
Candidatus_bacterium_SZUA-1146|SZUA-1146_00009	K01996		livF	branched-chain amino acid transport system ATP-binding protein	08IV0@bactNOG,0F76Y@cloNOG,0P6DX@firmNOG,COG0410@NOG	Abc transporter			SZUA-1146_3:698..1438	High-affinity branched-chain amino acid transport ATP-binding protein LivF	K01996	K01996		K01996	K11963
Candidatus_bacterium_SZUA-1146|SZUA-1146_00010	K01897	[EC:6.2.1.3]	ACSL, fadD	long-chain acyl-CoA synthetase	08IQE@bactNOG,0GSZ8@delNOG,0HSCJ@dproNOG,172WK@proNOG,COG1022@NOG	AMP-dependent synthetase and ligase			SZUA-1146_3:1435..3240	Long-chain-fatty-acid--CoA ligase FadD15	K01897	K01897		K01897	K01897
Candidatus_bacterium_SZUA-1146|SZUA-1146_00011									SZUA-1146_3:3256..4137	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00012	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	07FW0@bactNOG,0B9ZY@bproNOG,16TTT@proNOG,COG1028@NOG	Short-chain dehydrogenase reductase SDR			SZUA-1146_3:c(4134..4871)	putative oxidoreductase	K21883				K21883
Candidatus_bacterium_SZUA-1146|SZUA-1146_00013	K06136		pqqB	pyrroloquinoline quinone biosynthesis protein B	07USU@bactNOG,09BDF@bctoNOG,0FYZR@cytNOG,0YT57@NOG	Coenzyme PQQ synthesis protein B			SZUA-1146_3:c(4868..5824)	Coenzyme PQQ synthesis protein B	K06136	K06136		K06136	
Candidatus_bacterium_SZUA-1146|SZUA-1146_00014					05FV2@bactNOG,09AZ8@bctoNOG,COG4299@NOG	Inherit from bactNOG: Membrane			SZUA-1146_3:c(5773..6864)	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00015	K03307		TC.SSS	solute:Na+ symporter, SSS family	07QWV@bactNOG,0FK9M@cyaNOG,COG0591@NOG	solute symporter			SZUA-1146_3:c(6861..8678)	Sodium/glucose cotransporter	K03307			K03307	K20989
Candidatus_bacterium_SZUA-1146|SZUA-1146_00016	K06381		spoIID	stage II sporulation protein D	055U6@bacteNOG,07TPD@bactNOG,09BSS@bctoNOG,COG2385@NOG	SpoIID LytB domain protein			SZUA-1146_3:c(8675..9916)	hypothetical protein	K06381			K06381	K06381
Candidatus_bacterium_SZUA-1146|SZUA-1146_00017									SZUA-1146_3:c(9903..10958)	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00018	K01207	[EC:3.2.1.52]	nagZ	beta-N-acetylhexosaminidase	07QPA@bactNOG,0GC6W@delNOG,0HCZQ@dproNOG,16PKR@proNOG,COG1472@NOG	Glycoside hydrolase family 3 domain protein			SZUA-1146_3:c(10955..11989)	Beta-hexosaminidase	K01207	K01207		K01207	K20836
Candidatus_bacterium_SZUA-1146|SZUA-1146_00019	K01070	[EC:3.1.2.12]	frmB, ESD, fghA	S-formylglutathione hydrolase	07QP1@bactNOG,099X0@bctoNOG,COG0627@NOG	Esterase			SZUA-1146_3:12090..12896	hypothetical protein	K01070			K01070	K18851
Candidatus_bacterium_SZUA-1146|SZUA-1146_00020	K03833		selB, EEFSEC	selenocysteine-specific elongation factor	05EM7@bactNOG,0EPJV@cloNOG,0NEJ2@firmNOG,COG3276@NOG	Selenocysteine-specific translation elongation factor			SZUA-1146_4:c(914..2776)	Selenocysteine-specific elongation factor	K03833	K03833		K03833	K03833
Candidatus_bacterium_SZUA-1146|SZUA-1146_00021	K01042	[EC:2.9.1.1]	selA	L-seryl-tRNA(Ser) seleniumtransferase	02EVP@aquNOG,05C1Y@bactNOG,COG1921@NOG	Converts seryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec) required for selenoprotein biosynthesis (By similarity)			SZUA-1146_4:c(2776..4146)	L-seryl-tRNA(Sec) selenium transferase	K01042	K01042		K01042	K01042
Candidatus_bacterium_SZUA-1146|SZUA-1146_00022					07WSJ@bactNOG,0ZVZD@NOG,170UK@proNOG	Major Facilitator superfamily			SZUA-1146_4:c(4191..4598)	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00023	K20024	[EC:5.1.3.34]	mgdE	monoglucosyldiacylglycerol epimerase	06NQW@bactNOG,09D16@bctoNOG,1AGPX@sphNOG,COG3000@NOG	Fatty acid hydroxylase			SZUA-1146_5:c(266..1471)	hypothetical protein	K20024				K20024
Candidatus_bacterium_SZUA-1146|SZUA-1146_00024					07F8T@bactNOG,0ZIMY@NOG				SZUA-1146_5:c(1983..2552)	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00025	K03786	[EC:4.2.1.10]	aroQ, qutE	3-dehydroquinate dehydratase II	08Z38@bactNOG,1CGKX@therNOG,COG0757@NOG	Catalyzes a trans-dehydration via an enolate intermediate (By similarity)			SZUA-1146_6:c(753..1187)	3-dehydroquinate dehydratase 1	K03786	K03786		K00457	K03786
Candidatus_bacterium_SZUA-1146|SZUA-1146_00026					06Z6E@bactNOG,0Z04F@NOG				SZUA-1146_6:c(1195..1590)	hypothetical protein					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00027					07RDD@bactNOG,09BDA@bctoNOG,0FWIB@cytNOG,0XPMA@NOG	Glycosyl transferase family 2			SZUA-1146_6:c(1725..2813)	Beta-monoglucosyldiacylglycerol synthase					
Candidatus_bacterium_SZUA-1146|SZUA-1146_00028	K06213		mgtE	magnesium transporter	05CJW@bactNOG,0GBZH@delNOG,0HD9I@dproNOG,16Q94@proNOG,COG2239@NOG	Magnesium transporter			SZUA-1146_6:c(2816..4186)	Magnesium transporter MgtE	K06213	K06213		K06213	K06213
Candidatus_bacterium_SZUA-1146|SZUA-1146_00029	K07052		K07052	uncharacterized protein	05BX3@bacteNOG,08IW0@bactNOG,09SZN@bctoNOG,COG1266@NOG	CAAX amino terminal protease family protein			SZUA-1146_6:c(4186..4980)	hypothetical protein	K07052	K07052		K07052	K07052
Candidatus_bacterium_SZUA-1146|SZUA-1146_00030	K03437		spoU	RNA methyltransferase, TrmH family	08RWN@bactNOG,099SQ@bctoNOG,1AGNM@sphNOG,COG0566@NOG	tRNA rRNA methyltransferase SpoU			SZUA-1146_6:c(5180..5929)	putative tRNA/rRNA methyltransferase	K03437	K03437		K00556	K21514
Candidatus_bacterium_SZUA-1146|SZUA-1146_00031	K01881	[EC:6.1.1.15]	PARS, proS	prolyl-tRNA synthetase	05C90@bactNOG,09A3Q@bctoNOG,0FVZ0@cytNOG,COG0442@NOG	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro) (By similarity)			SZUA-1146_6:6011..7534	Proline--tRNA ligase	K01881	K01881	K01881	K01881	K01881
