#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00001	K15866	[EC:5.3.3.18]	paaG	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	05CGU@bactNOG,0B7D6@bproNOG,16PXB@proNOG,COG1024@NOG	EnoyL-CoA hydratase			SZUA-1075_1:267..1061	1,2-epoxyphenylacetyl-CoA isomerase	K15866	K15866		K13766	K20765
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00002	K12573	[EC:3.1.-.-]	rnr, vacB	ribonuclease R	05C40@bactNOG,0QI34@gproNOG,16PCP@proNOG,COG0557@NOG	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)			SZUA-1075_1:1485..3710	Ribonuclease R	K12573	K12573		K01147	K19782
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00003	K03218	[EC:2.1.1.185]	rlmB	23S rRNA (guanosine2251-2'-O)-methyltransferase	05C2N@bactNOG,0QIUQ@gproNOG,16QNB@proNOG,COG0566@NOG	Specifically methylates the ribose of guanosine 2251 in 23S rRNA (By similarity)			SZUA-1075_1:3711..4457	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	K03218	K03218		K03218	K21514
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00004					05111@bacNOG,05Y5F@bactNOG,0NQ1T@firmNOG,125Z5@NOG				SZUA-1075_1:4512..5048	hypothetical protein					
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00005	K02990		RP-S6, MRPS6, rpsF	small subunit ribosomal protein S6	08ZDX@bactNOG,0QSAC@gproNOG,17CAU@proNOG,COG0360@NOG	Binds together with S18 to 16S ribosomal RNA (By similarity)			SZUA-1075_1:5167..5595	30S ribosomal protein S6	K02990	K02990		K02990	K02990
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00006	K02963		RP-S18, MRPS18, rpsR	small subunit ribosomal protein S18	05VH8@bactNOG,0QTR6@gproNOG,17FDT@proNOG,COG0238@NOG	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit (By similarity)			SZUA-1075_1:5630..5866	30S ribosomal protein S18	K02963	K02963		K02963	K02963
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00007					05QHS@bactNOG,0QUHS@gproNOG,11Y0E@NOG,17FEE@proNOG	Inherit from proNOG: Membrane			SZUA-1075_1:5907..6815	hypothetical protein					
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00008	K02939		RP-L9, MRPL9, rplI	large subunit ribosomal protein L9	05K9Q@bactNOG,0QS4Z@gproNOG,17C5I@proNOG,COG0359@NOG	Binds to the 23S rRNA (By similarity)			SZUA-1075_1:6854..7300	50S ribosomal protein L9	K02939	K02939		K02939	K02939
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00009	K02314	[EC:3.6.4.12]	dnaB	replicative DNA helicase	05CDU@bactNOG,0QJCQ@gproNOG,16Q6V@proNOG,COG0305@NOG	Replicative dna helicase			SZUA-1075_1:7356..8810	Replicative DNA helicase	K02314	K02314	K02314	K02314	K02314
Cycloclasticus_sp_SZUA-1075|SZUA-1075_00010	K01775	[EC:5.1.1.1]	alr	alanine racemase	05CJ4@bactNOG,0QIWI@gproNOG,16PS4@proNOG,COG0787@NOG	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)			SZUA-1075_1:8863..9957	Alanine racemase, biosynthetic	K01775	K01775		K01775	K20707
