#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1331|SZUA-1331_00001	K00612	[EC:2.1.3.-]	E2.1.3.-	carbamoyltransferase	05CIP@bactNOG,COG2192@NOG	K00612 carbamoyltransferase EC 2.1.3			SZUA-1331_1:c(427..2265)	Decarbamoylnovobiocin carbamoyltransferase	K00612	K00612		K00612	K20579
Candidatus_bacterium_SZUA-1331|SZUA-1331_00002	K18429	[EC:3.2.1.184]	legG, neuC2	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)	07SE4@bactNOG,COG0381@NOG	UDP-N-acetylglucosamine 2-epimerase			SZUA-1331_1:c(2374..3540)	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)	K18429	K18429		K01791	K18429
Candidatus_bacterium_SZUA-1331|SZUA-1331_00003					062MT@bactNOG,129Q9@NOG	Methyltransferase domain			SZUA-1331_1:c(3900..4574)	putative methyltransferase YcgJ					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00004									SZUA-1331_1:c(4614..4751)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00005	K01654	[EC:2.5.1.56]	E2.5.1.56, neuB	N-acetylneuraminate synthase	05D2T@bactNOG,COG2089@NOG	synthase			SZUA-1331_1:c(4757..5806)	N,N'-diacetyllegionaminic acid synthase	K01654			K01654	K21279
Candidatus_bacterium_SZUA-1331|SZUA-1331_00006	K15856	[EC:1.1.1.281]	rmd	GDP-4-dehydro-6-deoxy-D-mannose reductase	08HX0@bactNOG,0F6Y5@cloNOG,0P61K@firmNOG,COG0451@NOG	Polysaccharide biosynthesis protein			SZUA-1331_1:c(5793..6650)	GDP-6-deoxy-D-mannose reductase	K15856	K15856		K01709	K22025
Candidatus_bacterium_SZUA-1331|SZUA-1331_00007	K00966	[EC:2.7.7.13]	GMPP	mannose-1-phosphate guanylyltransferase	07S2F@bactNOG,0FRJU@cyaNOG,COG1208@NOG	Nucleotidyl transferase			SZUA-1331_1:c(6647..7468)	UTP--glucose-1-phosphate uridylyltransferase	K00966			K00966	K21210
Candidatus_bacterium_SZUA-1331|SZUA-1331_00008	K21395		yiaO	TRAP-type transport system periplasmic protein	01U6R@aproNOG,07TAS@bactNOG,16TJE@proNOG,COG1638@NOG	trap dicarboxylate			SZUA-1331_2:513..1577	Solute-binding protein	K21395				K21395
Candidatus_bacterium_SZUA-1331|SZUA-1331_00009					01WIH@aproNOG,08U4J@bactNOG,11GBN@NOG,178D5@proNOG	Tripartite ATP-independent periplasmic transporter, DctQ			SZUA-1331_2:1748..2326	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00010	K21393		yiaN	TRAP-type transport system large permease protein	01Q6M@aproNOG,05CG6@bactNOG,16PBP@proNOG,COG1593@NOG	Trap dicarboxylate transporter, dctm subunit			SZUA-1331_2:2327..3622	C4-dicarboxylate TRAP transporter large permease protein DctM	K21393				K21393
Candidatus_bacterium_SZUA-1331|SZUA-1331_00011	K07126		K07126	uncharacterized protein	01WUD@aproNOG,08VB5@bactNOG,17BDP@proNOG,COG0790@NOG	Sel1 repeat family			SZUA-1331_2:c(3691..4179)	Secretory immunoglobulin A-binding protein EsiB	K07126	K07126		K07126	K21217
Candidatus_bacterium_SZUA-1331|SZUA-1331_00012	K00428	[EC:1.11.1.5]	E1.11.1.5	cytochrome c peroxidase	01RYR@aproNOG,05CA0@bactNOG,16PNN@proNOG,COG1858@NOG	cytochrome c peroxidase			SZUA-1331_2:4204..5676	Cytochrome c551 peroxidase	K00428	K00428		K00428	K20933
Candidatus_bacterium_SZUA-1331|SZUA-1331_00013	K03734	[EC:2.7.1.180]	apbE	FAD:protein FMN transferase	05CJ2@bactNOG,0QIBS@gproNOG,16PRT@proNOG,COG1477@NOG	biosynthesis lipoprotein apbE			SZUA-1331_3:119..709	FAD:protein FMN transferase	K03734	K03734		K03734	K03734
Candidatus_bacterium_SZUA-1331|SZUA-1331_00014	K09992		K09992	uncharacterized protein	00F22@actNOG,05DBB@bactNOG,COG2133@NOG,COG5498@NOG	glycosyl hydrolase			SZUA-1331_3:c(719..1351)	hypothetical protein	K09992			K09992	
Candidatus_bacterium_SZUA-1331|SZUA-1331_00015	K20590	[EC:1.1.1.-]	genD2, gtmC, gntC	gentamicin A2 dehydrogenase	07SR1@bactNOG,09BJI@bctoNOG,COG0673@NOG	oxidoreductase domain-containing protein			SZUA-1331_3:c(1356..2078)	hypothetical protein	K20590				K20590
Candidatus_bacterium_SZUA-1331|SZUA-1331_00016									SZUA-1331_4:c(1160..2293)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00017	K03269	[EC:3.6.1.54]	lpxH	UDP-2,3-diacylglucosamine hydrolase	07T3A@bactNOG,09A0B@bctoNOG,0P7S2@flaNOG,COG2908@NOG	UDP-2,3-diacylglucosamine hydrolase			SZUA-1331_4:c(2322..3071)	UDP-2,3-diacylglucosamine hydrolase	K03269	K03269		K03269	K03269
Candidatus_bacterium_SZUA-1331|SZUA-1331_00018	K07107	[EC:3.1.2.-]	ybgC	acyl-CoA thioester hydrolase	083BX@bactNOG,0EY1V@cloNOG,0NSAW@firmNOG,COG0824@NOG	Thioesterase superfamily			SZUA-1331_5:c(656..1069)	Long-chain acyl-CoA thioesterase FadM	K07107	K07107		K07107	K12500
Candidatus_bacterium_SZUA-1331|SZUA-1331_00019					016YZ@agaNOG,01GXI@agarNOG,094UD@basNOG,0PK2E@fuNOG,13INC@opiNOG,COG3491@NOG,KOG0143@euNOG	2OG-Fe(II) oxygenase superfamily			SZUA-1331_5:c(1069..2043)	2-oxoglutarate-dependent ethylene/succinate-forming enzyme					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00020					05DHN@bactNOG,09A1J@bctoNOG,0XPYH@NOG	Xaa-pro aminopeptidase family enzyme			SZUA-1331_5:c(2054..3388)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00021	K06015	[EC:3.5.1.81]	E3.5.1.81	N-acyl-D-amino-acid deacylase	01SS5@aproNOG,05FEN@bactNOG,16RI9@proNOG,COG3653@NOG	deacylase			SZUA-1331_5:c(3420..5024)	D-aminoacylase	K06015	K06015		K01465	
Candidatus_bacterium_SZUA-1331|SZUA-1331_00022	K13049	[EC:3.4.17.-]	PM20D1	carboxypeptidase PM20D1	07RK1@bactNOG,0GBSM@delNOG,0HRGI@dproNOG,16VE1@proNOG,COG0624@NOG	Peptidase, M20E (Gly-X carboxypeptidase) subfamily			SZUA-1331_5:c(5027..6490)	Succinyl-diaminopimelate desuccinylase	K13049	K13049	K01293	K01438	K20895
Candidatus_bacterium_SZUA-1331|SZUA-1331_00023									SZUA-1331_5:c(6619..7101)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00024									SZUA-1331_5:c(8721..8912)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00025	K03307		TC.SSS	solute:Na+ symporter, SSS family	COG4146@NOG	solute carrier family 5 (sodium glucose cotransporter), member			SZUA-1331_6:63..1613	putative symporter YidK	K03307	K03307		K03307	K03307
Candidatus_bacterium_SZUA-1331|SZUA-1331_00026	K01777	[EC:5.1.1.4]	prdF	proline racemase	02TQU@arNOG,0M270@eurNOG,COG3938@NOG	proline racemase			SZUA-1331_6:1625..2674	Trans-3-hydroxy-L-proline dehydratase	K01777	K01777		K01777	K12658
Candidatus_bacterium_SZUA-1331|SZUA-1331_00027									SZUA-1331_6:2686..2904	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00028	K03307		TC.SSS	solute:Na+ symporter, SSS family	05CK7@bactNOG,0EPE2@cloNOG,0NDV0@firmNOG,COG0591@NOG	Sodium proline symporter			SZUA-1331_6:2894..4321	Sodium/proline symporter	K03307			K03307	K20989
Candidatus_bacterium_SZUA-1331|SZUA-1331_00029	K03307		TC.SSS	solute:Na+ symporter, SSS family	07THK@bactNOG,09DE4@bctoNOG,COG0591@NOG	na solute symporter			SZUA-1331_6:4325..5806	Sodium/pantothenate symporter	K03307		K03307	K03307	K20989
Candidatus_bacterium_SZUA-1331|SZUA-1331_00030	K00632	[EC:2.3.1.16]	fadA, fadI	acetyl-CoA acyltransferase	05CHU@bactNOG,0D195@chloNOG,COG0183@NOG	Acetyl-CoA acetyltransferase			SZUA-1331_6:5819..6955	3-ketoacyl-CoA thiolase	K00632	K00632		K00626	K07823
Candidatus_bacterium_SZUA-1331|SZUA-1331_00031					004AG@aciNOG,08QPT@bactNOG,0Y9YH@NOG				SZUA-1331_6:6980..8137	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00032									SZUA-1331_6:c(8788..9048)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00033					063DS@bactNOG,0XNWH@NOG				SZUA-1331_7:c(391..1431)	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00034	K03555		mutS	DNA mismatch repair protein MutS	05D86@bactNOG,099WT@bctoNOG,COG0249@NOG	that it carries out the mismatch recognition step. This protein has a weak ATPase activity (By similarity)			SZUA-1331_7:c(1421..4018)	DNA mismatch repair protein MutS	K03555	K03555		K03555	K03555
Candidatus_bacterium_SZUA-1331|SZUA-1331_00035	K03833		selB, EEFSEC	selenocysteine-specific elongation factor	05EM7@bactNOG,0GB4Y@delNOG,0HCI9@dproNOG,16SFR@proNOG,COG3276@NOG	Selenocysteine-specific translation elongation factor			SZUA-1331_7:c(4018..5895)	Selenocysteine-specific elongation factor	K03833	K03833		K03833	K03833
Candidatus_bacterium_SZUA-1331|SZUA-1331_00036	K01042	[EC:2.9.1.1]	selA	L-seryl-tRNA(Ser) seleniumtransferase	05C1Y@bactNOG,COG1921@NOG	Converts seryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec) required for selenoprotein biosynthesis (By similarity)			SZUA-1331_7:c(5892..7259)	L-seryl-tRNA(Sec) selenium transferase	K01042	K01042		K01042	K01042
Candidatus_bacterium_SZUA-1331|SZUA-1331_00037					07WSJ@bactNOG,0ZVZD@NOG,170UK@proNOG	Major Facilitator superfamily			SZUA-1331_7:c(7320..8480)	putative L-galactonate transporter					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00038	K02884		RP-L19, MRPL19, rplS	large subunit ribosomal protein L19	04UUZ@bacNOG,08YY1@bactNOG,0NJ7M@firmNOG,COG0335@NOG	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)			SZUA-1331_7:c(8543..8812)	50S ribosomal protein L19	K02884	K02884		K02884	K02884
Candidatus_bacterium_SZUA-1331|SZUA-1331_00039	K19302	[EC:3.6.1.27]	bcrC	undecaprenyl-diphosphatase	06819@bactNOG,0GIIM@delNOG,0HREG@dproNOG,0XUCW@NOG,17RKR@proNOG	acidPPc			SZUA-1331_8:7..645	hypothetical protein	K19302			K19302	
Candidatus_bacterium_SZUA-1331|SZUA-1331_00040	K06878		K06878	tRNA-binding protein	08Z7R@bactNOG,0EV42@cloNOG,0NKCH@firmNOG,COG0073@NOG	Export-related chaperone CsaA			SZUA-1331_8:655..984	putative chaperone CsaA	K06878	K06878		K06878	K06878
Candidatus_bacterium_SZUA-1331|SZUA-1331_00041	K21366	[EC:2.4.1.122]	wbnJ	N-acetylgalactosaminide beta-1,3-galactosyltransferase	07QTT@bactNOG,0EP6S@cloNOG,0NDM7@firmNOG,COG0463@NOG	Succinoglycan biosynthesis protein ExoA			SZUA-1331_9:14..898	hypothetical protein	K21366				K21366
Candidatus_bacterium_SZUA-1331|SZUA-1331_00042					COG0110@NOG,arCOG01848@arNOG	transferase hexapeptide repeat containing protein			SZUA-1331_9:993..1586	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00043	K21337		mdpA5	aminotransferase	05CF4@bactNOG,09AA7@bctoNOG,0FWB5@cytNOG,COG0399@NOG	DegT DnrJ EryC1 StrS			SZUA-1331_9:1586..2695	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase	K21337				K21337
Candidatus_bacterium_SZUA-1331|SZUA-1331_00044					062FM@bactNOG,09NZA@bctoNOG,122ZT@NOG				SZUA-1331_9:2692..3732	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00045	K03606		wcaJ	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	05D3Q@bactNOG,099N6@bctoNOG,COG2148@NOG	sugar transferase			SZUA-1331_9:3942..5351	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	K03606			K03606	K21303
Candidatus_bacterium_SZUA-1331|SZUA-1331_00046									SZUA-1331_9:5417..7048	hypothetical protein					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00047					07RDD@bactNOG,09BDA@bctoNOG,0XPMA@NOG,1AGFE@sphNOG	Glycosyl transferase family 2			SZUA-1331_9:7045..8187	Beta-monoglucosyldiacylglycerol synthase					
Candidatus_bacterium_SZUA-1331|SZUA-1331_00048	K01875	[EC:6.1.1.11]	SARS, serS	seryl-tRNA synthetase	05CGR@bactNOG,0ENZP@cloNOG,0NDEG@firmNOG,COG0172@NOG	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)			SZUA-1331_9:8268..9530	Serine--tRNA ligase	K01875	K01875	K01875	K01875	K01875
Candidatus_bacterium_SZUA-1331|SZUA-1331_00049	K00655	[EC:2.3.1.51]	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	05E9Q@bactNOG,COG0204@NOG	Acyl-transferase			SZUA-1331_9:9535..10269	1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655	K00655		K00655	K13509
Candidatus_bacterium_SZUA-1331|SZUA-1331_00050	K03272	[EC:2.7.1.167][EC:2.7.7.70]	gmhC, hldE, waaE, rfaE	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase	01SGI@aproNOG,05DW0@bactNOG,16Q95@proNOG,COG2870@NOG	Catalyzes the ADP transfer to D-glycero-D-manno-heptose 1-phosphate, yielding ADP-D,D-heptose (By similarity)			SZUA-1331_9:10327..10845	Bifunctional protein HldE	K03272	K03272		K03272	K21345
Candidatus_bacterium_SZUA-1331|SZUA-1331_00051	K02557		motB	chemotaxis protein MotB	05ER2@bactNOG,0G66Q@defNOG,COG1360@NOG	ompa motb domain protein			SZUA-1331_10:91..885	Motility protein B	K02557	K02557		K02557	K02557
Candidatus_bacterium_SZUA-1331|SZUA-1331_00052	K01190	[EC:3.2.1.23]	lacZ	beta-galactosidase	05CNT@bactNOG,COG3250@NOG	hydrolase family 2			SZUA-1331_11:151..2898	Beta-galactosidase	K01190	K01190		K01190	K12111
Candidatus_bacterium_SZUA-1331|SZUA-1331_00053	K00248	[EC:1.3.8.1]	ACADS, bcd	butyryl-CoA dehydrogenase	04S5P@bacNOG,05C1G@bactNOG,0ND7R@firmNOG,COG1960@NOG	acyl-CoA dehydrogenase			SZUA-1331_12:169..1086	putative acyl-CoA dehydrogenase	K00248			K00248	K22027
Candidatus_bacterium_SZUA-1331|SZUA-1331_00054	K00632	[EC:2.3.1.16]	fadA, fadI	acetyl-CoA acyltransferase	05CHU@bactNOG,0D195@chloNOG,COG0183@NOG	Acetyl-CoA acetyltransferase			SZUA-1331_12:1096..2232	3-ketoacyl-CoA thiolase	K00632	K00632		K00626	K07823
Candidatus_bacterium_SZUA-1331|SZUA-1331_00055	K11068		hlyIII	hemolysin III	08UT2@bactNOG,0GE5R@delNOG,0HETX@dproNOG,16QG2@proNOG,COG1272@NOG	Hemolysin III family channel protein			SZUA-1331_12:2234..2887	hypothetical protein	K11068	K11068	K11068	K11068	K11068
Candidatus_bacterium_SZUA-1331|SZUA-1331_00056	K07516	[EC:1.1.1.35]	fadN	3-hydroxyacyl-CoA dehydrogenase	04T3M@bacNOG,07R0H@bactNOG,0NF0I@firmNOG,COG1250@NOG	3-hydroxyacyl-CoA dehydrogenase			SZUA-1331_12:2900..5242	putative 3-hydroxyacyl-CoA dehydrogenase	K07516	K07516	K07516	K07516	K18612
Candidatus_bacterium_SZUA-1331|SZUA-1331_00057	K00951	[EC:2.7.6.5]	relA	GTP pyrophosphokinase	05M5N@bactNOG,0GG92@delNOG,0HGE8@dproNOG,11UWJ@NOG,17HY8@proNOG	Metal dependent phosphohydrolase			SZUA-1331_12:c(5279..5698)	GTP pyrophosphokinase	K00951			K00951	
Candidatus_bacterium_SZUA-1331|SZUA-1331_00058	K01876	[EC:6.1.1.12]	aspS	aspartyl-tRNA synthetase	05C9M@bactNOG,0GBAA@delNOG,0HC4Q@dproNOG,16PIS@proNOG,COG0173@NOG	Aspartyl-tRNA synthetase			SZUA-1331_12:c(5700..7490)	Aspartate--tRNA ligase	K01876	K01876		K01876	K01876
Candidatus_bacterium_SZUA-1331|SZUA-1331_00059	K02114		ATPF1E, atpC	F-type H+-transporting ATPase subunit epsilon	082MC@bactNOG,0GFMY@delNOG,0HFM0@dproNOG,16WQH@proNOG,COG0355@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)			SZUA-1331_12:c(7625..8017)	ATP synthase epsilon chain	K02114	K02114		K02114	K02134
Candidatus_bacterium_SZUA-1331|SZUA-1331_00060	K02112	[EC:3.6.3.14]	ATPF1B, atpD	F-type H+-transporting ATPase subunit beta	05C4J@bactNOG,0ENUG@cloNOG,0NDAS@firmNOG,COG0055@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)			SZUA-1331_12:c(8014..9414)	ATP synthase subunit beta	K02112	K02112	K02112	K02112	K02133
Candidatus_bacterium_SZUA-1331|SZUA-1331_00061	K02115		ATPF1G, atpG	F-type H+-transporting ATPase subunit gamma	05J80@bactNOG,0CZ3C@chlNOG,COG0224@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)			SZUA-1331_12:c(9430..10287)	ATP synthase gamma chain	K02115	K02115		K02115	K02136
