#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00001					02FFZ@aquNOG,05FU3@bactNOG,11NC0@NOG	tetratricopeptide repeat domain protein			SZUA-1501_1:68..307	hypothetical protein					
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00002	K01586	[EC:4.1.1.20]	lysA	diaminopimelate decarboxylase	02F9U@aquNOG,08TWS@bactNOG,COG0019@NOG	Pyridoxal-dependent decarboxylase, C-terminal sheet domain			SZUA-1501_1:c(629..910)	hypothetical protein	K01586			K01586	K13747
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00003	K01151	[EC:3.1.21.2]	nfo	deoxyribonuclease IV	02EXX@aquNOG,05EFU@bactNOG,COG0648@NOG	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin (By similarity)			SZUA-1501_1:974..1816	Endonuclease 4	K01151	K01151	K10771	K01151	K01151
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00004	K07140		K07140	uncharacterized protein	07UT8@bactNOG,0FJWX@cyaNOG,COG3217@NOG	MOSC domain-containing protein			SZUA-1501_1:1823..2617	hypothetical protein	K07140	K07140		K07140	K07140
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00005	K04043		dnaK, HSPA9	molecular chaperone DnaK	02EVD@aquNOG,05CFG@bactNOG,COG0443@NOG	Acts as a chaperone (By similarity)			SZUA-1501_1:c(2614..4506)	Chaperone protein DnaK	K04043	K04043		K04043	K04046
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00006	K01255	[EC:3.4.11.1]	CARP, pepA	leucyl aminopeptidase	02EUY@aquNOG,05BZ6@bactNOG,COG0260@NOG	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides (By similarity)			SZUA-1501_1:c(4655..6139)	Cytosol aminopeptidase	K01255	K01255		K01255	K07751
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00007	K00951	[EC:2.7.6.5]	relA	GTP pyrophosphokinase	02EJE@aquNOG,05CWR@bactNOG,COG0317@NOG	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance			SZUA-1501_1:6188..8269	GTP pyrophosphokinase	K00951	K00951		K00951	K01139
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00008									SZUA-1501_1:c(8256..8591)	Sec-independent protein translocase protein TatB					
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00009	K01627	[EC:2.5.1.55]	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	02EVB@aquNOG,05CXR@bactNOG,COG2877@NOG	2-dehydro-3-deoxyphosphooctonate aldolase			SZUA-1501_1:8629..9429	2-dehydro-3-deoxyphosphooctonate aldolase	K01627	K01627		K01627	K01627
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00010	K03628		rho	transcription termination factor Rho	02F89@aquNOG,05C4P@bactNOG,COG1158@NOG	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity)			SZUA-1501_1:c(9426..10859)	Transcription termination factor Rho	K03628	K03628		K03628	K03628
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00011	K03650	[EC:3.6.-.-]	mnmE, trmE, MSS1	tRNA modification GTPase	02EPT@aquNOG,05C1H@bactNOG,COG0486@NOG	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34 (By similarity)			SZUA-1501_1:c(10883..12259)	tRNA modification GTPase MnmE	K03650	K03650		K03650	K03650
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00013	K02897		RP-L25, rplY	large subunit ribosomal protein L25	02FC9@aquNOG,07ZTA@bactNOG,COG1825@NOG	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance (By similarity)			SZUA-1501_1:c(12576..13181)	General stress protein CTC	K02897	K02897		K02897	K02897
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00014	K00948	[EC:2.7.6.1]	PRPS, prsA	ribose-phosphate pyrophosphokinase	02EYN@aquNOG,05C5T@bactNOG,COG0462@NOG	ribose-phosphate pyrophosphokinase (EC 2.7.6.1)			SZUA-1501_1:c(13270..14205)	Ribose-phosphate pyrophosphokinase	K00948	K00948	K00948	K00948	K00948
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00015	K01101	[EC:3.1.3.41]	E3.1.3.41	4-nitrophenyl phosphatase	02FDB@aquNOG,07Z0T@bactNOG,COG0647@NOG	HAD-superfamily hydrolase, subfamily IIA			SZUA-1501_1:c(14226..15020)	Dihydroxyacetone phosphatase	K01101			K01101	K02566
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00016									SZUA-1501_1:c(15032..15376)	hypothetical protein					
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00017	K06176	[EC:5.4.99.27]	truD, PUS7	tRNA pseudouridine13 synthase	02FEJ@aquNOG,088NP@bactNOG,COG0585@NOG	tRNA pseudouridine synthase D			SZUA-1501_1:c(15383..16405)	tRNA pseudouridine synthase D	K06176	K06176		K06176	K06176
Aquifex_aeolicus_SZUA-1501|SZUA-1501_00018	K10206	[EC:2.6.1.83]	E2.6.1.83	LL-diaminopimelate aminotransferase	02F05@aquNOG,05CHM@bactNOG,COG0436@NOG	Involved in the synthesis of meso-diaminopimelate (m-DAP or DL-DAP), required for both lysine and peptidoglycan biosynthesis. Catalyzes the direct conversion of tetrahydrodipicolinate to LL-diaminopimelate, a reaction that requires three enzymes in E.coli (By similarity)			SZUA-1501_1:16452..17624	LL-diaminopimelate aminotransferase	K10206	K10206	K10206	K10206	K20615
