#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1252|SZUA-1252_00001	K19783	[EC:3.6.4.12]	HCS1	DNA polymerase alpha-associated DNA helicase A	07RWC@bactNOG,099RT@bctoNOG,0FV8Z@cytNOG,COG1112@NOG	Superfamily I DNA			SZUA-1252_1:41..2392	ATP-dependent RecD-like DNA helicase	K19783				K19783
Candidatus_bacterium_SZUA-1252|SZUA-1252_00002					08YW3@bactNOG,0XP4A@NOG	Inherit from NOG: domain protein			SZUA-1252_2:127..900	hypothetical protein					
Candidatus_bacterium_SZUA-1252|SZUA-1252_00003					07WXE@bactNOG,11T53@NOG	Phytanoyl-CoA dioxygenase			SZUA-1252_2:c(930..1655)	hypothetical protein					
Candidatus_bacterium_SZUA-1252|SZUA-1252_00004	K07406	[EC:3.2.1.22]	melA	alpha-galactosidase	05F8D@bactNOG,COG1486@NOG	glycoside hydrolase family 4			SZUA-1252_2:c(1813..3111)	Alpha-galactosidase	K07406	K07406		K07406	K07406
Candidatus_bacterium_SZUA-1252|SZUA-1252_00005	K03070		secA	preprotein translocase subunit SecA	04RY2@bacNOG,05CI6@bactNOG,0NDGV@firmNOG,COG0653@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)			SZUA-1252_3:28..366	Protein translocase subunit SecA 1	K03070	K03070		K03070	K03070
Candidatus_bacterium_SZUA-1252|SZUA-1252_00006					06ACX@bactNOG,0Y053@NOG				SZUA-1252_3:404..679	hypothetical protein					
Candidatus_bacterium_SZUA-1252|SZUA-1252_00007	K00786	[EC:2.4.-.-]	E2.4.-.-	glycosyltransferase	05ZJ0@bactNOG,0GCBI@delNOG,0HH5T@dproNOG,16RB5@proNOG,COG0438@NOG	group 1 glycosyl transferase			SZUA-1252_3:654..1841	Spore coat protein SA	K00786			K00786	K21586
Candidatus_bacterium_SZUA-1252|SZUA-1252_00008	K19421		epsC	polysaccharide biosynthesis protein EpsC	05C5E@bactNOG,0EPEH@cloNOG,0NDVC@firmNOG,COG1086@NOG	Polysaccharide biosynthesis protein			SZUA-1252_3:1835..3799	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	K19421		K19421	K19421	K19421
Candidatus_bacterium_SZUA-1252|SZUA-1252_00009	K21303	[EC:2.7.8.40]	wecP	UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase	05D3Q@bactNOG,0FSXG@cyaNOG,COG2148@NOG	Bacterial sugar transferase			SZUA-1252_3:3802..4395	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase	K21303				K21303
Candidatus_bacterium_SZUA-1252|SZUA-1252_00010	K03088		rpoE	RNA polymerase sigma-70 factor, ECF subfamily	05EMN@bactNOG,0EVAN@cloNOG,0NI8T@firmNOG,COG1595@NOG	RNA polymerase			SZUA-1252_4:360..974	ECF RNA polymerase sigma factor SigW	K03088	K03088		K03088	K03088
