#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1164|SZUA-1164_00001					07SXE@bactNOG,0QHUU@gproNOG,176BM@proNOG,COG4805@NOG	Bacterial protein of unknown function (DUF885)			SZUA-1164_1:49..1599	hypothetical protein					
Candidatus_bacterium_SZUA-1164|SZUA-1164_00002									SZUA-1164_1:1707..2198	hypothetical protein					
Candidatus_bacterium_SZUA-1164|SZUA-1164_00003	K13766	[EC:4.2.1.18]	liuC	methylglutaconyl-CoA hydratase	07CUV@bactNOG,09AIT@bctoNOG,0P7BG@flaNOG,COG1024@NOG	Enoyl-CoA hydratase isomerase			SZUA-1164_2:c(232..987)	Short-chain-enoyl-CoA hydratase	K13766	K13766		K13766	K20765
Candidatus_bacterium_SZUA-1164|SZUA-1164_00004	K02618	[EC:3.3.2.12][EC:1.2.1.91]	paaZ	oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	05DXM@bactNOG,09BS5@bctoNOG,0P8KR@flaNOG,COG2030@NOG	Phenylacetic acid degradation protein PaaN			SZUA-1164_2:c(991..2211)	Bifunctional protein PaaZ	K02618	K02618		K02618	K19659
Candidatus_bacterium_SZUA-1164|SZUA-1164_00005									SZUA-1164_3:9..557	hypothetical protein					
Candidatus_bacterium_SZUA-1164|SZUA-1164_00006	K06996		K06996	uncharacterized protein	05VC2@bactNOG,0BFYC@bproNOG,17M5Q@proNOG,COG3324@NOG	glyoxalase bleomycin resistance protein dioxygenase			SZUA-1164_3:560..931	hypothetical protein	K06996	K06996		K06996	K06996
Candidatus_bacterium_SZUA-1164|SZUA-1164_00007									SZUA-1164_3:c(968..1906)	hypothetical protein					
Candidatus_bacterium_SZUA-1164|SZUA-1164_00008									SZUA-1164_3:c(2018..2431)	hypothetical protein					
Candidatus_bacterium_SZUA-1164|SZUA-1164_00009									SZUA-1164_3:c(2431..3153)	hypothetical protein					
Candidatus_bacterium_SZUA-1164|SZUA-1164_00010	K01992		ABC-2.P	ABC-2 type transport system permease protein	05E3A@bactNOG,0QJC8@gproNOG,16RQ1@proNOG,COG0842@NOG	(ABC) transporter			SZUA-1164_3:c(3150..3911)	Inner membrane transport permease YadH	K01992	K01992		K01992	K21397
