#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1132|SZUA-1132_00001	K10804	[EC:3.1.2.-][EC:3.1.1.5]	tesA	acyl-CoA thioesterase I	090N1@bactNOG,154GN@plaNOG,COG2755@NOG	Lipolytic protein G-D-S-L family			SZUA-1132_1:694..1422	hypothetical protein	K10804				K10804
Candidatus_bacterium_SZUA-1132|SZUA-1132_00002					067KP@bactNOG,12CQX@NOG	Bacterial regulatory proteins, tetR family			SZUA-1132_1:c(1484..2128)	putative HTH-type transcriptional regulator YvdT					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00003	K03547		sbcD, mre11	DNA repair protein SbcD/Mre11	07RJH@bactNOG,09AAC@bctoNOG,COG0420@NOG	SbcCD, D subunit			SZUA-1132_2:c(818..2089)	Nuclease SbcCD subunit D	K03547	K03547		K03547	K10865
Candidatus_bacterium_SZUA-1132|SZUA-1132_00004	K00662	[EC:2.3.1.81]	aacC	aminoglycoside 3-N-acetyltransferase	08AQF@bactNOG,09IIM@bctoNOG,COG2746@NOG	Aminoglycoside			SZUA-1132_3:c(288..1052)	SPBc2 prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD	K00662	K00662		K00662	
Candidatus_bacterium_SZUA-1132|SZUA-1132_00005					08MKA@bactNOG,0XT5K@NOG				SZUA-1132_3:c(1084..2091)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00006					060U5@bactNOG,0QP0T@gproNOG,0Y3QY@NOG,16SXX@proNOG	amidohydrolase			SZUA-1132_4:c(445..1770)	Imidazolonepropionase					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00007					07S6X@bactNOG,0GC6X@delNOG,0HCUW@dproNOG,0ZVME@NOG,17C76@proNOG	glycosyl transferase family 2			SZUA-1132_5:2..712	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00008	K15529	[EC:3.1.3.84]	POA1	ADP-ribose 1''-phosphate phosphatase	08UVJ@bactNOG,0GE4D@delNOG,0HF06@dproNOG,17A09@proNOG,COG2110@NOG	Appr-1-p processing domain protein			SZUA-1132_5:771..1292	O-acetyl-ADP-ribose deacetylase	K15529				K15529
Candidatus_bacterium_SZUA-1132|SZUA-1132_00009	K01060	[EC:3.1.1.41]	cah	cephalosporin-C deacetylase	COG3458@NOG	acetyl xylan esterase			SZUA-1132_5:c(1321..1833)	hypothetical protein	K01060			K01060	K01060
Candidatus_bacterium_SZUA-1132|SZUA-1132_00010	K06147		ABCB-BAC	ATP-binding cassette, subfamily B, bacterial	05BZ1@bactNOG,0NDFU@firmNOG,COG1132@NOG	ABC transporter			SZUA-1132_5:c(1844..2224)	Putative multidrug export ATP-binding/permease protein	K06147	K06147		K06147	K20485
Candidatus_bacterium_SZUA-1132|SZUA-1132_00011					0819D@bactNOG,0GRXX@delNOG,0HIE8@dproNOG,16XC0@proNOG,COG2833@NOG	Protein of unknown function (DUF455)			SZUA-1132_6:52..732	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00012	K07107	[EC:3.1.2.-]	ybgC	acyl-CoA thioester hydrolase	05HU5@bactNOG,11QVX@NOG,16WCV@proNOG	Thioesterase superfamily protein			SZUA-1132_6:c(790..1206)	Putative esterase	K07107	K07107		K07107	
Candidatus_bacterium_SZUA-1132|SZUA-1132_00013									SZUA-1132_6:c(1203..1937)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00014					06HHJ@bactNOG,0Y45J@NOG	heparinase II III family protein			SZUA-1132_7:41..1132	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00015	K01273	[EC:3.4.13.19]	DPEP	membrane dipeptidase	08IGT@bactNOG,0F723@cloNOG,0P684@firmNOG,COG2355@NOG	Dipeptidase			SZUA-1132_7:c(1283..2092)	hypothetical protein	K01273	K01273		K01273	
Candidatus_bacterium_SZUA-1132|SZUA-1132_00016					08IE9@bactNOG,0RAP3@gproNOG,172PJ@proNOG,COG4664@NOG	Trap dicarboxylate transporter, dctm subunit			SZUA-1132_8:54..914	C4-dicarboxylate TRAP transporter large permease protein DctM					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00017	K00655	[EC:2.3.1.51]	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	07U98@bactNOG,0GRSF@delNOG,0HRG4@dproNOG,16V39@proNOG,COG0204@NOG	Acyltransferase			SZUA-1132_8:c(1155..1949)	hypothetical protein	K00655	K00655		K00655	K13509
Candidatus_bacterium_SZUA-1132|SZUA-1132_00018	K03417	[EC:4.1.3.30]	prpB	methylisocitrate lyase	05CR4@bactNOG,1DJ59@verNOG,COG2513@NOG	Isocitrate lyase family			SZUA-1132_9:c(355..1263)	2-methylisocitrate lyase	K03417	K03417		K03417	K20454
Candidatus_bacterium_SZUA-1132|SZUA-1132_00019	K01939	[EC:6.3.4.4]	purA, ADSS	adenylosuccinate synthase	05C91@bactNOG,0ENXF@cloNOG,0NDAX@firmNOG,COG0104@NOG	Plays an important role in the de novo pathway of purine nucleotide biosynthesis			SZUA-1132_9:c(1338..2621)	Adenylosuccinate synthetase	K01939	K01939	K01939	K01939	K01939
Candidatus_bacterium_SZUA-1132|SZUA-1132_00020					08E2H@bactNOG,0ZDWF@NOG,153I1@plaNOG				SZUA-1132_10:c(740..1843)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00021					05E1W@bactNOG,0XQJD@NOG,152T7@plaNOG	PQQ			SZUA-1132_10:c(1843..2484)	Outer membrane protein assembly factor BamB					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00022	K01179	[EC:3.2.1.4]	E3.2.1.4	endoglucanase	05CN9@bactNOG,0GD4W@delNOG,0HE5Z@dproNOG,16T68@proNOG,COG1363@NOG	peptidase M42 family protein			SZUA-1132_11:c(232..1305)	Putative aminopeptidase YsdC	K01179			K01179	K20609
Candidatus_bacterium_SZUA-1132|SZUA-1132_00023	K03307		TC.SSS	solute:Na+ symporter, SSS family	COG0591@NOG	symporter			SZUA-1132_11:c(1323..1814)	Osmoregulated proline transporter OpuE	K03307			K03307	K20989
Candidatus_bacterium_SZUA-1132|SZUA-1132_00024									SZUA-1132_12:c(1155..1619)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00025									SZUA-1132_13:c(93..482)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00026									SZUA-1132_13:799..1158	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00027									SZUA-1132_13:1225..2022	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00028	K04096		smf	DNA processing protein					SZUA-1132_14:51..215	hypothetical protein	K04096	K04096			
Candidatus_bacterium_SZUA-1132|SZUA-1132_00029									SZUA-1132_14:c(272..472)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00030	K04759		feoB	ferrous iron transport protein B	05CE1@bactNOG,15374@plaNOG,COG0370@NOG	Ferrous iron transport protein b			SZUA-1132_14:c(475..2694)	Fe(2+) transporter FeoB	K04759	K04759		K04759	K04759
Candidatus_bacterium_SZUA-1132|SZUA-1132_00031					07QQY@bactNOG,0GGET@delNOG,0HH6K@dproNOG,0XNNI@NOG,16PPQ@proNOG	ASPIC and UnbV			SZUA-1132_15:c(387..3170)	hypothetical protein					
Candidatus_bacterium_SZUA-1132|SZUA-1132_00032	K02033		ABC.PE.P	peptide/nickel transport system permease protein	05CJM@bactNOG,0BJX4@bproNOG,175NZ@proNOG,COG0601@NOG	Binding-protein-dependent transport system inner membrane component			SZUA-1132_15:c(3491..4147)	Dipeptide transport system permease protein DppB	K02033	K02033		K02033	K19227
Candidatus_bacterium_SZUA-1132|SZUA-1132_00033	K00012	[EC:1.1.1.22]	UGDH, ugd	UDPglucose 6-dehydrogenase	05C6Y@bactNOG,COG1004@NOG	Udp-glucose 6-dehydrogenase			SZUA-1132_16:c(6..464)	UDP-glucose 6-dehydrogenase TuaD	K00012	K00012		K00012	K00012
