#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1236|SZUA-1236_00001	K03310		TC.AGCS	alanine or glycine:cation symporter, AGCS family	05BZG@bactNOG,0ENT5@cloNOG,0ND97@firmNOG,COG1115@NOG	amino acid carrier protein			SZUA-1236_1:138..830	Sodium/proton-dependent alanine carrier protein	K03310	K03310		K03310	K11626
Candidatus_bacterium_SZUA-1236|SZUA-1236_00002	K01092	[EC:3.1.3.25]	E3.1.3.25, IMPA, suhB	myo-inositol-1(or 4)-monophosphatase	0BWGB@braNOG,1BJF5@strNOG,1DZ5B@virNOG,COG0483@NOG,KOG2951@euNOG	Inositol monophosphatase family			SZUA-1236_1:830..1627	Inositol-1-monophosphatase	K01092	K01092	K01092	K01092	
Candidatus_bacterium_SZUA-1236|SZUA-1236_00003	K01557	[EC:3.7.1.5]	FAHD1	acylpyruvate hydrolase	05FBJ@bactNOG,0QMG6@gproNOG,16Q1P@proNOG,COG0179@NOG	hydrolase			SZUA-1236_1:c(1620..2267)	putative protein YcgM	K01557	K01557		K16165	K20758
Candidatus_bacterium_SZUA-1236|SZUA-1236_00004	K01952	[EC:6.3.5.3]	purL, PFAS	phosphoribosylformylglycinamidine synthase	08JIU@bactNOG,0F7BV@cloNOG,0P6M7@firmNOG,COG0046@NOG	phosphoribosylformylglycinamidine synthase ii			SZUA-1236_1:c(2264..4264)	Phosphoribosylformylglycinamidine synthase subunit PurL	K01952	K01952		K01952	K01952
Candidatus_bacterium_SZUA-1236|SZUA-1236_00005	K03565		recX	regulatory protein	04UBG@bacNOG,0902V@bactNOG,0NJ7N@firmNOG,COG2137@NOG	Modulates RecA activity (By similarity)			SZUA-1236_1:c(4346..4984)	Regulatory protein RecX	K03565			K03565	K03565
Candidatus_bacterium_SZUA-1236|SZUA-1236_00006	K03553		recA	recombination protein RecA	05C68@bactNOG,0ENTK@cloNOG,0NDA0@firmNOG,COG0468@NOG	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)			SZUA-1236_1:c(4962..5990)	Protein RecA	K03553	K03553	K03553	K03553	K04484
Candidatus_bacterium_SZUA-1236|SZUA-1236_00007	K01975	[EC:3.1.4.58]	thpR	RNA 2',3'-cyclic 3'-phosphodiesterase	05M7V@bactNOG,0EVEA@cloNOG,0NKMW@firmNOG,COG1514@NOG	2',5' RNA ligase			SZUA-1236_1:c(5993..6583)	RNA 2',3'-cyclic phosphodiesterase	K01975	K01975		K01975	K01975
Candidatus_bacterium_SZUA-1236|SZUA-1236_00008	K03742	[EC:3.5.1.42]	pncC	nicotinamide-nucleotide amidase	05CEV@bactNOG,0EP6V@cloNOG,0NDMC@firmNOG,COG1058@NOG,COG1546@NOG	competence-damage inducible protein			SZUA-1236_1:c(6576..7103)	Nicotinamide-nucleotide amidohydrolase PncC	K03742	K03742	K03743	K03742	K03743
Candidatus_bacterium_SZUA-1236|SZUA-1236_00009	K00486	[EC:1.14.13.9]	KMO	kynurenine 3-monooxygenase	07RQD@bactNOG,09AXF@bctoNOG,0FVG1@cytNOG,COG0654@NOG	Catalyzes the hydroxylation of L-kynurenine (L-Kyn) to form 3-hydroxy-L-kynurenine (L-3OHKyn). Required for synthesis of quinolinic acid			SZUA-1236_2:63..746	Kynurenine 3-monooxygenase	K00486	K00486		K00486	K21725
Candidatus_bacterium_SZUA-1236|SZUA-1236_00010					05MB1@bactNOG,0XSZB@NOG	Putative cyclase			SZUA-1236_2:743..1552	Kynurenine formamidase					
