#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_sp_SZUA-1038|SZUA-1038_00001	K09874		NIP	aquaporin NIP	05D8C@bactNOG,0GCVI@delNOG,0I4ME@eproNOG,16QS1@proNOG,COG0580@NOG	Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity (By similarity)			SZUA-1038_1:1455..2138	Aquaporin Z	K09874		K09874	K02440	K06188
Candidatus_sp_SZUA-1038|SZUA-1038_00002					05JUR@bactNOG,09FJY@bctoNOG,0PEBX@flaNOG,11QPZ@NOG				SZUA-1038_1:c(2185..2826)	hypothetical protein					
Candidatus_sp_SZUA-1038|SZUA-1038_00003	K03088		rpoE	RNA polymerase sigma-70 factor, ECF subfamily	08R6D@bactNOG,09DWK@bctoNOG,0FWZD@cytNOG,11FIR@NOG	RNA polymerase, sigma-24 subunit, ECF subfamily			SZUA-1038_1:c(2827..3318)	ECF RNA polymerase sigma factor SigE	K03088	K03088		K03088	
Candidatus_sp_SZUA-1038|SZUA-1038_00004	K07220		K07220	uncharacterized protein	07IX6@bactNOG,0QJI2@gproNOG,1716G@proNOG,COG1392@NOG	phosphate transport regulator			SZUA-1038_1:3651..4328	hypothetical protein	K07220	K07220		K07220	K07220
Candidatus_sp_SZUA-1038|SZUA-1038_00005	K03306		TC.PIT	inorganic phosphate transporter, PiT family	05CJ3@bactNOG,0QHYK@gproNOG,16PY3@proNOG,COG0306@NOG	phosphate transporter			SZUA-1038_1:4341..5612	Sulfate permease CysP	K03306	K03306		K03306	K16331
Candidatus_sp_SZUA-1038|SZUA-1038_00006					0684Y@bactNOG,17RGQ@proNOG,COG5007@NOG	BolA-like protein			SZUA-1038_1:5631..5858	Acid stress protein IbaG					
Candidatus_sp_SZUA-1038|SZUA-1038_00007	K02909		RP-L31, rpmE	large subunit ribosomal protein L31	05VFB@bactNOG,0QVKH@gproNOG,17JSP@proNOG,COG0254@NOG	Binds the 23S rRNA (By similarity)			SZUA-1038_1:5903..6115	50S ribosomal protein L31	K02909	K02909	K02909	K02909	K02909
Candidatus_sp_SZUA-1038|SZUA-1038_00008	K01599	[EC:4.1.1.37]	hemE, UROD	uroporphyrinogen decarboxylase	05CFZ@bactNOG,0QISB@gproNOG,16QGF@proNOG,COG0407@NOG	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III (By similarity)			SZUA-1038_1:6223..7269	Uroporphyrinogen decarboxylase	K01599	K01599		K01599	K14082
Candidatus_sp_SZUA-1038|SZUA-1038_00009	K01695	[EC:4.2.1.20]	trpA	tryptophan synthase alpha chain	05F6H@bactNOG,0QIQB@gproNOG,16Q50@proNOG,COG0159@NOG	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)			SZUA-1038_1:7351..8157	Tryptophan synthase alpha chain	K01695	K01695	K01695	K00571	K01695
Candidatus_sp_SZUA-1038|SZUA-1038_00010	K01963	[EC:6.4.1.2][EC:2.1.3.15]	accD	acetyl-CoA carboxylase carboxyl transferase subunit beta	08IDZ@bactNOG,0RANZ@gproNOG,172P8@proNOG,COG0777@NOG	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA (By similarity)			SZUA-1038_1:8160..9002	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	K01963	K01963	K01963	K01963	K13932
