#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1186|SZUA-1186_00001	K00648	[EC:2.3.1.180]	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III	04UE0@bacNOG,08MPS@bactNOG,0NI7F@firmNOG,COG0332@NOG	synthase III			SZUA-1186_1:13..711	3-oxoacyl-[acyl-carrier-protein] synthase 3	K00648	K00648		K00648	K21788
Candidatus_bacterium_SZUA-1186|SZUA-1186_00002	K01126	[EC:3.1.4.46]	E3.1.4.46, glpQ, ugpQ	glycerophosphoryl diester phosphodiesterase	07T6V@bactNOG,0GE97@delNOG,0HFCX@dproNOG,16R6B@proNOG,COG0584@NOG	glycerophosphoryl diester phosphodiesterase			SZUA-1186_1:714..1493	Glycerophosphodiester phosphodiesterase	K01126	K01126		K01126	K18696
Candidatus_bacterium_SZUA-1186|SZUA-1186_00003									SZUA-1186_1:1541..1633	hypothetical protein					
Candidatus_bacterium_SZUA-1186|SZUA-1186_00004	K00799	[EC:2.5.1.18]	GST, gst	glutathione S-transferase	08VBY@bactNOG,0QR5Z@gproNOG,11J4A@NOG,17A8Q@proNOG	Glutathione S-transferase			SZUA-1186_1:1820..2407	hypothetical protein	K00799			K00799	
Candidatus_bacterium_SZUA-1186|SZUA-1186_00005	K00891	[EC:2.7.1.71]	E2.7.1.71, aroK, aroL	shikimate kinase	05KHV@bactNOG,0EQ2N@cloNOG,0NM7N@firmNOG,COG0703@NOG	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)			SZUA-1186_2:106..636	Shikimate kinase 1	K00891	K00891	K00891	K00891	K15546
Candidatus_bacterium_SZUA-1186|SZUA-1186_00006	K01735	[EC:4.2.3.4]	aroB	3-dehydroquinate synthase	05D49@bactNOG,0FKRX@cyaNOG,COG0337@NOG	3-dehydroquinate synthase			SZUA-1186_2:623..1702	3-dehydroquinate synthase	K01735	K01735	K01735	K01735	K13829
Candidatus_bacterium_SZUA-1186|SZUA-1186_00007	K03786	[EC:4.2.1.10]	aroQ, qutE	3-dehydroquinate dehydratase II	08Z38@bactNOG,0ET5V@cloNOG,0NJCZ@firmNOG,COG0757@NOG	Catalyzes a trans-dehydration via an enolate intermediate (By similarity)			SZUA-1186_2:1699..2130	3-dehydroquinate dehydratase	K03786	K03786		K03786	K03786
Candidatus_bacterium_SZUA-1186|SZUA-1186_00008	K07146		K07146	UPF0176 protein	05C72@bactNOG,COG1054@NOG	UPF0176 protein			SZUA-1186_2:c(2114..3187)	hypothetical protein	K07146	K07146	K07146	K07146	K07146
Candidatus_bacterium_SZUA-1186|SZUA-1186_00009									SZUA-1186_2:3252..3740	hypothetical protein					
Candidatus_bacterium_SZUA-1186|SZUA-1186_00010	K00919	[EC:2.7.1.148]	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	05CTR@bactNOG,09AUA@bctoNOG,0FVBQ@cytNOG,COG1947@NOG	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity)			SZUA-1186_3:295..1005	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	K00919	K00919		K00919	K00919
Candidatus_bacterium_SZUA-1186|SZUA-1186_00012	K00948	[EC:2.7.6.1]	PRPS, prsA	ribose-phosphate pyrophosphokinase	05C5T@bactNOG,0CZBZ@chlNOG,COG0462@NOG	Phosphoribosyl pyrophosphate synthase			SZUA-1186_3:1120..2058	Ribose-phosphate pyrophosphokinase	K00948	K00948		K00948	K00948
Candidatus_bacterium_SZUA-1186|SZUA-1186_00013	K03601	[EC:3.1.11.6]	xseA	exodeoxyribonuclease VII large subunit	04R8K@bacNOG,05DVS@bactNOG,0NDAA@firmNOG,COG1570@NOG	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)			SZUA-1186_4:34..1248	Exodeoxyribonuclease 7 large subunit	K03601	K03601		K03601	K03601
Candidatus_bacterium_SZUA-1186|SZUA-1186_00014	K03602	[EC:3.1.11.6]	xseB	exodeoxyribonuclease VII small subunit	084YM@bactNOG,0GHSB@delNOG,0HIIQ@dproNOG,0XUAP@NOG,16XDM@proNOG	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)			SZUA-1186_4:1241..1468	Exodeoxyribonuclease 7 small subunit	K03602			K03602	
Candidatus_bacterium_SZUA-1186|SZUA-1186_00015	K00858	[EC:2.7.1.23]	ppnK, NADK	NAD+ kinase	05F91@bactNOG,0GC5K@delNOG,0HD4M@dproNOG,16QK8@proNOG,COG0061@NOG	Catalyzes the phosphorylation of NAD to NADP. Utilizes ATP and other nucleoside triphosphates as well as inorganic polyphosphate as a source of phosphorus (By similarity)			SZUA-1186_4:1465..2337	NAD kinase	K00858	K00858	K00858	K00858	K19386
Candidatus_bacterium_SZUA-1186|SZUA-1186_00016					07SXE@bactNOG,0QHUU@gproNOG,176BM@proNOG,COG4805@NOG	Bacterial protein of unknown function (DUF885)			SZUA-1186_4:2282..4066	hypothetical protein					
Candidatus_bacterium_SZUA-1186|SZUA-1186_00017	K01845	[EC:5.4.3.8]	hemL	glutamate-1-semialdehyde 2,1-aminomutase	05CDM@bactNOG,0EP21@cloNOG,0NDRT@firmNOG,COG0001@NOG	Glutamate-1-semialdehyde aminotransferase			SZUA-1186_5:22..342	Glutamate-1-semialdehyde 2,1-aminomutase	K01845	K01845		K01845	K20597
Candidatus_bacterium_SZUA-1186|SZUA-1186_00018	K06902		UMF1	MFS transporter, UMF1 family	07T24@bactNOG,099J1@bctoNOG,COG2270@NOG	Major Facilitator Superfamily			SZUA-1186_5:422..1708	hypothetical protein	K06902	K06902		K06902	K19578
