#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00001	K19659	[EC:4.2.1.119]	phaJ	enoyl-CoA hydratase	00KBG@actNOG,08ZPG@bactNOG,COG2030@NOG	Enoyl-CoA hydratase			SZUA-1033_1:c(170..628)	putative enoyl-CoA hydratase 1	K19659				K19659
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00002									SZUA-1033_1:c(652..996)	hypothetical protein					
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00003	K06941	[EC:2.1.1.192]	rlmN	23S rRNA (adenine2503-C2)-methyltransferase	00C7A@actNOG,05C55@bactNOG,COG0820@NOG	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs (By similarity)			SZUA-1033_1:c(1083..2129)	putative dual-specificity RNA methyltransferase RlmN	K06941	K06941		K06941	K06941
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00004	K22736				00HN4@actNOG,08RDH@bactNOG,COG1814@NOG	Membrane			SZUA-1033_1:2162..2872	hypothetical protein	K22736	K22736			
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00005									SZUA-1033_1:c(2906..3295)	hypothetical protein					
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00006	K01465	[EC:3.5.2.3]	URA4, pyrC	dihydroorotase	00EIY@actNOG,05FEN@bactNOG,COG3653@NOG	N-acyl-D-amino-acid deacylase (EC 3.5.1.81)			SZUA-1033_1:3578..5281	hypothetical protein	K01465			K01465	
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00007	K15520	[EC:2.3.1.189]	mshD	mycothiol synthase	00ID9@actNOG,08RTV@bactNOG,COG0456@NOG	Catalyzes the transfer of acetyl from acetyl-CoA to desacetylmycothiol (Cys-GlcN-Ins) to form mycothiol (By similarity)			SZUA-1033_1:c(5352..6086)	Mycothiol acetyltransferase	K15520	K15520		K15520	K20794
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00008	K10773	[EC:4.2.99.18]	NTH	endonuclease III	00BUY@actNOG,05CSM@bactNOG,COG0177@NOG	endonuclease III			SZUA-1033_1:6142..6744	Ultraviolet N-glycosylase/AP lyase	K10773	K10773		K10773	K10773
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00009	K01644	[EC:4.1.3.34]	citE	citrate lyase subunit beta / citryl-CoA lyase	02042@aproNOG,05CI0@bactNOG,16T2J@proNOG,COG2301@NOG	Citrate lyase			SZUA-1033_1:6766..7656	(3S)-malyl-CoA thioesterase	K01644	K01644	K01644	K01644	K19281
Acidimicrobiia_bacterium_SZUA-1033|SZUA-1033_00010									SZUA-1033_1:c(7670..7861)	hypothetical protein					
