#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1195|SZUA-1195_00001					08RC5@bactNOG,11FU6@NOG	BNR/Asp-box repeat			SZUA-1195_1:c(910..2025)	hypothetical protein					
Candidatus_bacterium_SZUA-1195|SZUA-1195_00002					07EF5@bactNOG,0XRFU@NOG	Inherit from NOG: protein N-acetylglucosaminyltransferase activity			SZUA-1195_1:c(2205..3263)	hypothetical protein					
Candidatus_bacterium_SZUA-1195|SZUA-1195_00003	K08602	[EC:3.4.24.-]	pepF, pepB	oligoendopeptidase F	05D1I@bactNOG,09AW0@bctoNOG,COG1164@NOG	oligoendopeptidase, m3 family			SZUA-1195_1:c(3263..5059)	Oligoendopeptidase F, plasmid	K08602	K08602		K08602	K08602
Candidatus_bacterium_SZUA-1195|SZUA-1195_00004					05F72@bactNOG,0EQS1@cloNOG,0NFMY@firmNOG,COG2006@NOG	Domain of unknown function (DUF362)			SZUA-1195_1:5345..6556	hypothetical protein					
Candidatus_bacterium_SZUA-1195|SZUA-1195_00005					06E76@bactNOG,0GAW2@delNOG,0HC6N@dproNOG,0YB8Y@NOG,173SX@proNOG				SZUA-1195_1:c(6858..8918)	hypothetical protein					
Candidatus_bacterium_SZUA-1195|SZUA-1195_00006					06E76@bactNOG,0GAW2@delNOG,0HC6N@dproNOG,0YB8Y@NOG,173SX@proNOG				SZUA-1195_1:c(8864..10741)	hypothetical protein					
Candidatus_bacterium_SZUA-1195|SZUA-1195_00007	K00681	[EC:2.3.2.2][EC:3.4.19.13]	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase	05CFB@bactNOG,COG0405@NOG	Gamma-glutamyltranspeptidase (EC 2.3.2.2)			SZUA-1195_1:c(11378..13015)	Glutathione hydrolase-like YwrD proenzyme	K00681	K00681	K00681	K00681	K00681
Candidatus_bacterium_SZUA-1195|SZUA-1195_00008	K00625	[EC:2.3.1.8]	E2.3.1.8, pta	phosphate acetyltransferase	08IJ2@bactNOG,0GSY7@delNOG,0HSBI@dproNOG,172SN@proNOG,COG0280@NOG	phosphate acetyltransferase			SZUA-1195_1:13132..14148	Phosphate acetyltransferase	K00625	K00625	K00625	K00625	K13788
Candidatus_bacterium_SZUA-1195|SZUA-1195_00009	K01134	[EC:3.1.6.8]	ARSA	arylsulfatase A	00NNE@actNOG,05C16@bactNOG,COG3119@NOG	sulfatase			SZUA-1195_1:14185..15597	Multifunctional alkaline phosphatase superfamily protein	K01134			K01134	K01138
Candidatus_bacterium_SZUA-1195|SZUA-1195_00010									SZUA-1195_1:c(16105..16227)	hypothetical protein					
