#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00001									SZUA-1440_1:10..606	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00002	K02768	[EC:2.7.1.202]	PTS-Fru-EIIA, fruB	PTS system, fructose-specific IIA component	05BZ3@bactNOG,0FKR4@cyaNOG,COG1080@NOG,COG3412@NOG	phosphoenolpyruvate-protein phosphotransferase			SZUA-1440_1:c(632..1948)	Phosphoenolpyruvate-protein phosphotransferase	K02768			K02768	
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00003					05CD6@bactNOG,0D4AQ@chloNOG,0D7VA@chlorNOG,0XNWK@NOG	Protein of unknown function (DUF3179)			SZUA-1440_2:26..382	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00004									SZUA-1440_2:541..738	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00005	K20742	[EC:3.4.14.13]	ykfC	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase	05K4H@bactNOG,0ET8P@cloNOG,0NKNG@firmNOG,COG0791@NOG	nlp p60 protein			SZUA-1440_2:735..1748	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase	K20742		K20742	K13694	K21474
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00006					05F67@bactNOG,0QHYP@gproNOG,0XSYN@NOG,16SVW@proNOG	signal transduction histidine kinase			SZUA-1440_3:c(144..485)	Sensor protein FixL					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00007	K00626	[EC:2.3.1.9]	E2.3.1.9, atoB	acetyl-CoA C-acetyltransferase	05MX0@bactNOG,0D26D@chloNOG,COG0183@NOG	acetyl-CoA acetyltransferase-like protein			SZUA-1440_3:c(683..1855)	3-ketoacyl-CoA thiolase	K00626	K00626		K00626	K07823
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00008	K00826	[EC:2.6.1.42]	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase	05CM2@bactNOG,0QIIG@gproNOG,16QQU@proNOG,COG0115@NOG	Branched-chain amino acid aminotransferase			SZUA-1440_3:c(1944..2318)	putative branched-chain-amino-acid aminotransferase	K00826	K00826		K00826	K03342
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00009									SZUA-1440_4:c(685..1470)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00010					0666E@bactNOG,0D1Z0@chloNOG,0XQNB@NOG	Protein of unknown function DUF58			SZUA-1440_5:32..637	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00011									SZUA-1440_6:41..211	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00012	K00001	[EC:1.1.1.1]	E1.1.1.1, adh	alcohol dehydrogenase	05CB2@bactNOG,0FNAF@cyaNOG,COG0604@NOG	Zinc-binding dehydrogenase			SZUA-1440_6:208..1251	Quinone oxidoreductase 1	K00001			K00001	K21839
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00013									SZUA-1440_6:c(1120..1383)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00014	K14645	[EC:3.4.21.-]	K14645	serine protease	05RX7@bactNOG,16QWQ@proNOG,COG1404@NOG	peptidase S8 and S53, subtilisin, kexin, sedolisin			SZUA-1440_6:c(1465..2001)	Extracellular basic protease	K14645	K14645		K14645	K20755
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00015									SZUA-1440_7:c(96..320)	Adenylate cyclase 2					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00016	K03704		cspA	cold shock protein (beta-ribbon, CspA family)	04WHT@bacNOG,05VEQ@bactNOG,0NNKU@firmNOG,COG1278@NOG	Cold shock protein			SZUA-1440_7:c(421..654)	Cold shock-like protein CspC	K03704	K03704		K03704	K03704
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00017									SZUA-1440_7:c(910..1644)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00018	K00757	[EC:2.4.2.3]	udp, UPP	uridine phosphorylase	08I5U@bactNOG,0QHMA@fusoNOG,COG2820@NOG	Uridine phosphorylase			SZUA-1440_7:c(1733..2479)	Uridine phosphorylase	K00757	K00757		K00757	K00757
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00019	K21334				05CPC@bactNOG,09BC3@bctoNOG,COG0667@NOG	aldo keto reductase			SZUA-1440_7:c(2540..3004)	L-glyceraldehyde 3-phosphate reductase	K21334				K21334
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00020									SZUA-1440_8:c(678..1361)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00021									SZUA-1440_9:61..564	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00022					05SP0@bactNOG,0D2QZ@chloNOG,12086@NOG	Primosome, DnaD subunit			SZUA-1440_9:c(764..1471)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00023	K03106	[EC:3.6.5.4]	SRP54, ffh	signal recognition particle subunit SRP54	05CB9@bactNOG,0D1J4@chloNOG,COG0541@NOG	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY (By similarity)			SZUA-1440_10:5..1036	Signal recognition particle protein	K03106	K03106		K03106	K03106
