#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00001	K01775	[EC:5.1.1.1]	alr	alanine racemase	01QRA@aproNOG,05CJ4@bactNOG,16PS4@proNOG,COG0787@NOG	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)			SZUA-1116_1:41..604	Alanine racemase, biosynthetic	K01775	K01775		K01775	K20707
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00002									SZUA-1116_1:c(1695..1955)	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00003					06NS7@bactNOG,0YEDG@NOG				SZUA-1116_2:c(106..1659)	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00004					07TBR@bactNOG,0YBUZ@NOG,16TKY@proNOG	cytochrome C family protein			SZUA-1116_2:c(1662..2531)	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00005									SZUA-1116_3:554..1288	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00006	K22083	[EC:2.1.1.21]	mgsC	methylamine---glutamate N-methyltransferase subunit C	01RJV@aproNOG,05CBC@bactNOG,16QWG@proNOG,COG0069@NOG	Glutamate synthase			SZUA-1116_3:c(1359..1529)	hypothetical protein	K22083	K22083			K00268
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00007	K12234	[EC:6.3.2.31][EC:6.3.2.34]	cofE, fbiB	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase	01V7Y@aproNOG,088YA@bactNOG,16Q1W@proNOG,COG1478@NOG	F420-0 gamma-glutamyl ligase			SZUA-1116_4:c(716..1483)	Coenzyme F420:L-glutamate ligase	K12234	K12234		K12234	K12234
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00008									SZUA-1116_4:1723..1938	hypothetical protein					
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00009	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	07B9R@bactNOG,COG2141@NOG	Luciferase family			SZUA-1116_4:c(1971..2837)	hypothetical protein	K21835				K21835
Alphaproteobacteria_bacterium_SZUA-1116|SZUA-1116_00010					0YW42@NOG,1CBXV@thaNOG,arCOG00516@arNOG	Pyridoxamine 5'-phosphate			SZUA-1116_4:3015..3500	hypothetical protein					
