#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1496|SZUA-1496_00001					05CNF@bactNOG,0FKR3@cyaNOG,0XP3K@NOG	repeat-containing protein			SZUA-1496_1:922..1422	hypothetical protein					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00002									SZUA-1496_1:c(1682..2011)	hypothetical protein					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00003	K14445		SLC13A2_3_5	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	07SJR@bactNOG,0QP4N@gproNOG,178N7@proNOG,COG0471@NOG	transporter			SZUA-1496_1:2047..3369	Sodium-dependent dicarboxylate transporter SdcS	K14445	K14445	K14430	K14445	K14445
Candidatus_bacterium_SZUA-1496|SZUA-1496_00004									SZUA-1496_1:3456..3650	hypothetical protein					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00005									SZUA-1496_1:3827..3982	hypothetical protein					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00006	K07218		nosD	nitrous oxidase accessory protein	0FEHA@creNOG,0Y5G6@NOG,arCOG02499@arNOG	Inherit from arCOG: Cell surface protein			SZUA-1496_1:c(4235..5005)	putative ABC transporter binding protein NosD	K07218	K07218			
Candidatus_bacterium_SZUA-1496|SZUA-1496_00007	K01929	[EC:6.3.2.10]	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	07EES@bactNOG,0GBI4@delNOG,0HD22@dproNOG,16UX2@proNOG,COG0770@NOG	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)			SZUA-1496_1:c(5146..6501)	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	K01929	K01929		K01929	K21612
Candidatus_bacterium_SZUA-1496|SZUA-1496_00008					07VA1@bactNOG,0P2TX@firmNOG,0X1ZI@negNOG,0ZD6H@NOG	SpoIVB peptidase S55			SZUA-1496_1:c(6506..8296)	hypothetical protein					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00009	K01903	[EC:6.2.1.5]	sucC	succinyl-CoA synthetase beta subunit	02H3M@arcNOG,0KRH5@eurNOG,COG0045@NOG,arCOG01337@arNOG	succinyl-CoA synthetase subunit beta			SZUA-1496_1:c(8293..9411)	Succinate--CoA ligase [GDP-forming] subunit beta	K01903	K01903		K01903	
Candidatus_bacterium_SZUA-1496|SZUA-1496_00010	K00111	[EC:1.1.5.3]	glpA, glpD	glycerol-3-phosphate dehydrogenase	05D5U@bactNOG,1CFQ7@therNOG,COG0579@NOG	FAD dependent oxidoreductase			SZUA-1496_2:c(67..1497)	putative protein MG039	K00111	K00111	K00111	K00111	K15736
Candidatus_bacterium_SZUA-1496|SZUA-1496_00011	K01000	[EC:2.7.8.13]	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	05CPY@bactNOG,0EP3X@cloNOG,0ND6M@firmNOG,COG0472@NOG	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan (By similarity)			SZUA-1496_3:c(102..1094)	Phospho-N-acetylmuramoyl-pentapeptide- transferase	K01000	K01000		K01000	K13685
Candidatus_bacterium_SZUA-1496|SZUA-1496_00012	K01271	[EC:3.4.13.9]	pepQ	Xaa-Pro dipeptidase	05CUH@bactNOG,0F5TE@cloNOG,0NM6Z@firmNOG,COG0006@NOG	Creatinase/Prolidase N-terminal domain			SZUA-1496_3:c(1095..2279)	putative peptidase	K01271			K01271	K18573
Candidatus_bacterium_SZUA-1496|SZUA-1496_00013									SZUA-1496_3:c(2261..3577)	hypothetical protein					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00014	K00567	[EC:2.1.1.63]	ogt, MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase	05K85@bactNOG,0QU18@gproNOG,17FJB@proNOG,COG0350@NOG	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) in DNA. Repairs alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated (By similarity)			SZUA-1496_3:3634..4149	Methylated-DNA--protein-cysteine methyltransferase	K00567	K00567		K00567	K13531
Candidatus_bacterium_SZUA-1496|SZUA-1496_00015					0M207@eurNOG,COG3291@NOG,arCOG02419@arNOG,arCOG02508@arNOG	Protein of unknown function (DUF1628)			SZUA-1496_3:c(4146..5777)	Pre-pro-metalloprotease PrtV					
Candidatus_bacterium_SZUA-1496|SZUA-1496_00016	K04078		groES, HSPE1	chaperonin GroES	083C3@bactNOG,1CGPX@therNOG,COG0234@NOG	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)			SZUA-1496_4:19..291	10 kDa chaperonin	K04078	K04078		K04078	K04078
Candidatus_bacterium_SZUA-1496|SZUA-1496_00017	K04077		groEL, HSPD1	chaperonin GroEL	05CJ9@bactNOG,0EP0V@cloNOG,0ND63@firmNOG,COG0459@NOG	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)			SZUA-1496_4:302..1921	60 kDa chaperonin	K04077	K04077	K04077	K04077	K04077
Candidatus_bacterium_SZUA-1496|SZUA-1496_00018	K12544		rsaA	S-layer protein	05DDI@bactNOG,COG2931@NOG	hemolysin-type calcium-binding region			SZUA-1496_4:c(1999..2859)	hypothetical protein	K12544				K12544
Candidatus_bacterium_SZUA-1496|SZUA-1496_00019	K03168	[EC:5.99.1.2]	topA	DNA topoisomerase I	05C73@bactNOG,COG0550@NOG,COG0551@NOG	DNA topoisomerase type I activity			SZUA-1496_4:2967..5186	DNA topoisomerase 1	K03168	K03168		K03168	K12087
Candidatus_bacterium_SZUA-1496|SZUA-1496_00020	K03086		rpoD	RNA polymerase primary sigma factor	05DG1@bactNOG,0ENZ0@cloNOG,0NDNZ@firmNOG,COG0568@NOG	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)			SZUA-1496_4:c(5183..6136)	RNA polymerase sigma factor SigA	K03086	K03086		K02316	K03089
Candidatus_bacterium_SZUA-1496|SZUA-1496_00022	K03075		secG	preprotein translocase subunit SecG					SZUA-1496_5:347..568	hypothetical protein	K03075	K03075			
Candidatus_bacterium_SZUA-1496|SZUA-1496_00023	K02031		ABC.PE.A	peptide/nickel transport system ATP-binding protein	05C3U@bactNOG,0EPFX@cloNOG,0NDKB@firmNOG,COG0444@NOG	Abc transporter			SZUA-1496_5:579..1556	Dipeptide transport ATP-binding protein DppD	K02031	K02031	K02031	K02031	K19229
